"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",26,17,7,5,17,1,8,13
"2",28,14,1,24,2,14,22,28
"3",8,9,13,22,5,19,9,10
"4",19,5,22,7,3,4,24,11
"5",22,24,17,14,6,27,16,15
"6",9,11,2,8,23,7,15,6
"7",27,7,19,17,25,22,18,3
"8",14,2,11,26,18,3,17,23
"9",1,1,28,10,19,28,5,8
"10",5,20,4,25,28,23,12,12
"11",12,16,27,19,16,11,19,14
"12",18,26,25,23,24,6,10,18
"13",7,25,21,6,21,20,20,27
"14",13,19,23,12,1,17,7,1
"15",24,8,26,4,11,16,13,24
"16",2,22,10,3,4,10,14,20
"17",21,3,5,18,8,9,11,4
"18",4,6,6,13,15,18,23,17
"19",3,27,15,21,10,2,25,2
"20",23,18,14,11,27,8,26,22
"21",15,28,3,9,9,21,2,21
"22",20,10,9,20,22,25,4,26
"23",10,12,24,28,7,26,27,19
"24",17,15,12,2,13,24,21,5
"25",11,4,16,1,26,13,1,16
"26",6,13,18,15,12,5,6,25
"27",16,23,8,16,20,15,28,9
"28",25,21,20,27,14,12,3,7
