"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",4,13,18,9,23,14,3,19,13,15,17,24,1,1,13,10,13,1,9,2,2,20
"2",20,3,1,12,12,24,7,11,1,1,12,6,8,15,7,1,24,2,11,3,12,14
"3",5,4,6,6,18,21,20,1,5,19,18,13,4,18,21,16,7,14,14,20,7,13
"4",7,2,19,18,4,10,4,6,23,16,5,21,11,16,5,14,3,11,19,7,9,10
"5",6,9,15,2,6,3,6,17,3,2,20,12,21,14,18,11,5,7,5,12,21,5
"6",2,24,14,7,13,4,24,15,15,24,24,1,10,13,1,13,22,20,17,10,14,18
"7",22,15,9,17,21,6,19,7,22,10,22,16,17,17,24,6,14,4,2,9,11,17
"8",19,6,13,21,3,19,17,9,10,23,23,3,16,4,12,18,10,8,12,8,1,1
"9",16,8,22,3,9,9,9,3,18,22,13,19,18,3,20,2,20,10,15,19,15,21
"10",9,16,24,10,15,23,16,24,24,6,7,4,12,5,23,20,4,12,6,11,13,24
"11",13,23,10,24,7,1,10,8,2,12,11,11,2,2,2,12,11,16,1,24,8,23
"12",18,11,7,5,22,7,12,14,8,14,1,7,19,24,9,17,2,13,21,1,18,22
"13",8,1,16,20,16,15,14,5,11,7,16,17,22,23,8,23,23,19,7,14,23,19
"14",10,22,11,23,19,20,5,16,19,18,6,5,15,21,17,9,18,5,13,23,22,11
"15",23,5,23,1,20,12,18,12,16,17,8,9,7,9,6,8,9,23,3,16,24,8
"16",12,7,2,14,24,2,1,13,21,5,19,10,13,6,14,22,19,17,22,18,4,9
"17",11,12,8,13,10,13,21,21,6,20,2,23,20,10,4,21,21,3,4,21,10,7
"18",17,17,3,19,11,5,8,23,17,21,15,18,5,19,15,19,8,21,8,6,17,6
"19",14,10,17,16,2,8,15,22,4,8,3,2,6,20,19,4,15,22,16,15,3,15
"20",24,20,12,8,1,22,2,10,9,13,10,22,24,12,22,24,12,24,24,13,16,12
"21",21,19,21,11,14,17,11,18,12,4,21,20,14,22,3,5,6,15,18,22,6,3
"22",3,18,5,4,8,16,13,2,20,9,4,8,23,11,11,7,16,18,10,5,5,4
"23",1,14,4,22,5,18,22,20,14,11,14,15,9,7,10,3,1,9,23,17,20,16
"24",15,21,20,15,17,11,23,4,7,3,9,14,3,8,16,15,17,6,20,4,19,2
