"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",4,19,17,2,11,21,8,4,8,9,3,9,5,19,6,15,14,9
"2",9,3,3,17,14,14,5,12,20,20,4,19,4,20,16,4,12,12
"3",16,9,15,7,9,15,14,16,2,2,5,21,18,17,14,13,19,20
"4",10,17,6,6,15,2,18,2,5,14,21,13,16,15,19,3,20,11
"5",5,8,18,13,1,3,6,15,6,16,8,6,13,4,9,2,17,17
"6",6,20,8,16,3,8,10,20,13,10,2,17,19,12,21,16,4,15
"7",3,11,12,3,4,7,20,14,18,4,13,3,8,18,17,5,8,3
"8",8,4,4,20,7,18,16,19,1,11,18,5,11,13,3,11,15,5
"9",19,21,5,14,5,16,12,7,4,3,11,12,2,2,13,1,5,7
"10",2,7,7,8,20,9,4,8,7,1,20,22,9,8,4,12,6,13
"11",13,2,20,18,16,20,9,3,11,6,14,4,17,10,18,7,7,19
"12",17,18,21,15,19,4,3,18,16,7,16,18,6,14,11,9,18,6
"13",7,16,11,21,17,17,19,10,19,5,9,15,10,5,8,20,21,18
"14",22,10,2,12,13,1,11,9,15,8,12,1,22,22,1,21,16,14
"15",12,22,1,4,21,11,22,21,10,17,10,2,1,9,12,14,13,22
"16",21,1,16,5,18,12,17,17,17,12,1,11,15,3,2,6,2,10
"17",20,15,10,1,2,22,1,11,22,22,19,10,20,11,10,10,11,16
"18",18,6,9,9,8,13,2,1,14,13,7,7,7,7,20,17,22,2
"19",11,5,19,11,6,6,15,6,21,15,17,14,3,16,7,18,3,21
"20",1,12,22,10,12,19,13,22,12,21,22,16,14,1,15,22,10,1
"21",15,14,14,22,22,10,7,13,3,19,15,8,12,21,22,19,1,8
"22",14,13,13,19,10,5,21,5,9,18,6,20,21,6,5,8,9,4
