"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",5,17,24,11,7,25,11,6,3,12,19,6,20,17,17,2,4,11,8,12,25
"2",19,3,16,21,19,23,6,17,7,8,4,9,9,20,18,5,21,16,12,19,8
"3",23,8,17,14,3,13,21,7,5,14,8,4,18,1,3,20,22,15,25,16,17
"4",1,1,11,10,6,1,24,11,15,7,9,12,2,3,16,1,14,1,14,3,14
"5",25,9,21,15,23,2,13,1,18,2,18,24,7,15,15,17,1,14,17,22,16
"6",13,2,20,7,12,17,23,23,8,25,23,16,8,8,23,24,7,19,11,14,20
"7",4,5,19,16,11,20,4,12,17,18,7,17,16,7,7,15,3,5,5,24,3
"8",8,12,2,8,10,24,9,19,25,15,6,23,1,11,12,10,24,23,22,15,18
"9",2,21,13,3,21,3,18,16,13,22,2,5,14,14,9,18,17,24,9,20,24
"10",24,13,1,4,20,15,22,8,11,16,3,18,21,19,20,12,6,2,18,10,6
"11",10,10,9,17,14,14,25,25,23,3,12,7,19,18,25,9,16,6,1,21,21
"12",22,14,15,25,1,9,20,20,24,13,21,13,25,12,10,3,8,22,13,25,2
"13",11,20,25,12,18,12,7,15,12,4,20,11,17,2,24,14,25,25,20,1,1
"14",3,4,7,24,15,7,2,13,9,11,22,21,24,24,11,19,15,13,21,9,22
"15",17,18,10,23,22,16,12,3,16,17,24,14,5,5,2,8,23,4,10,11,23
"16",6,7,22,1,25,19,16,21,19,19,15,10,12,23,1,6,12,12,24,4,12
"17",7,24,6,19,16,8,14,4,2,23,10,19,13,6,21,4,10,17,23,23,11
"18",14,16,23,18,2,5,17,18,6,24,13,22,3,25,14,13,19,3,3,13,5
"19",20,23,12,13,24,18,10,24,1,10,1,25,23,9,13,25,13,8,4,2,13
"20",18,6,8,5,8,6,8,2,20,21,16,8,22,10,19,16,20,18,6,7,9
"21",21,22,18,6,9,10,5,9,14,5,11,20,10,21,4,7,9,21,2,8,19
"22",15,25,5,9,5,22,15,10,21,1,25,15,15,22,8,23,18,10,16,18,7
"23",16,15,4,2,13,4,1,22,4,9,17,2,11,4,5,11,2,7,15,17,10
"24",12,19,14,22,4,11,3,14,22,20,5,3,6,16,22,22,5,9,19,6,15
"25",9,11,3,20,17,21,19,5,10,6,14,1,4,13,6,21,11,20,7,5,4
