"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",1,16,10,18,28,26,12,9,14,8,19,2,27,28,1,12,10,18,9,26,21
"2",17,23,2,7,5,14,13,28,13,22,18,9,19,24,6,2,27,19,26,3,17
"3",12,5,26,17,18,18,23,26,1,26,23,27,26,10,5,1,11,14,16,16,4
"4",6,24,19,20,8,6,7,22,17,20,11,24,24,26,13,20,19,3,8,22,6
"5",8,25,16,22,25,13,27,12,22,21,9,16,7,8,12,3,7,23,23,27,27
"6",20,11,21,25,4,20,20,16,25,9,1,22,18,23,3,24,3,25,19,19,14
"7",2,13,24,11,27,17,11,25,27,27,6,13,17,5,26,17,21,24,6,8,16
"8",28,14,9,5,26,3,28,14,26,15,12,26,12,18,4,13,25,12,12,1,3
"9",15,1,1,29,6,1,15,1,15,28,8,29,1,15,29,14,15,29,15,29,15
"10",14,15,8,24,29,9,8,13,4,17,27,17,25,9,28,21,2,5,27,4,12
"11",24,3,3,19,24,21,3,24,7,4,10,18,8,27,14,15,13,21,24,10,7
"12",29,9,17,10,3,16,9,27,9,13,21,21,11,12,18,11,4,8,2,28,28
"13",18,20,23,4,22,2,21,23,3,12,7,3,21,19,21,23,14,13,25,25,24
"14",16,22,28,16,1,27,25,21,19,6,15,5,2,4,17,16,6,6,14,2,10
"15",7,27,18,3,13,10,22,6,6,5,20,20,16,22,25,9,9,26,10,7,9
"16",22,4,25,21,9,4,4,11,23,11,26,8,22,14,16,5,17,22,11,5,23
"17",13,29,27,6,21,24,6,15,12,14,28,15,4,16,7,28,24,28,3,24,11
"18",10,6,15,28,20,12,29,29,18,1,29,10,13,29,22,18,28,10,13,20,19
"19",11,21,5,1,2,19,5,7,28,2,13,19,28,11,20,29,22,15,17,15,29
"20",26,8,12,12,10,22,26,8,10,19,17,7,23,6,23,19,23,27,22,23,5
"21",27,28,20,15,17,5,2,2,11,29,14,12,14,1,2,25,5,11,18,12,20
"22",23,26,13,27,16,28,18,18,8,16,3,25,29,2,19,6,29,16,4,9,18
"23",19,12,4,9,19,8,16,5,20,3,2,11,20,7,10,4,12,4,1,21,8
"24",3,2,14,2,15,29,1,17,29,24,16,1,15,17,15,7,1,1,29,18,13
"25",5,17,22,26,11,15,10,4,5,10,5,4,6,13,8,10,26,9,21,13,2
"26",21,18,29,13,23,23,17,3,21,18,24,23,9,25,27,8,20,2,20,14,25
"27",25,19,6,23,14,11,14,20,24,25,22,6,5,20,24,27,8,17,5,17,1
"28",9,7,7,14,7,25,24,10,2,23,4,14,10,21,11,26,16,7,7,6,22
"29",4,10,11,8,12,7,19,19,16,7,25,28,3,3,9,22,18,20,28,11,26
