"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",10,25,9,20,23,16,18,20,13,20,3,19,4,7,7,20,17
"2",23,26,3,17,25,18,10,4,7,11,14,11,25,21,3,10,3
"3",6,9,15,18,12,19,14,6,18,23,4,3,18,8,22,5,4
"4",13,20,11,23,3,2,8,3,23,7,7,17,8,16,24,19,7
"5",15,23,17,5,6,12,6,18,19,3,9,7,23,9,6,7,20
"6",2,8,5,25,10,8,4,17,2,12,2,14,14,25,9,2,15
"7",7,19,12,24,15,26,24,12,1,6,15,2,26,1,14,14,24
"8",11,11,8,4,24,7,15,2,6,4,22,20,15,10,20,6,22
"9",21,10,14,22,13,24,13,26,17,2,23,21,19,22,1,24,16
"10",22,2,18,21,1,3,12,9,12,16,20,9,6,2,13,4,19
"11",14,1,26,26,26,13,26,16,26,26,26,12,20,13,26,12,13
"12",18,3,19,7,19,21,9,21,5,10,6,16,17,3,17,17,8
"13",26,7,1,12,21,10,1,11,15,1,8,1,1,11,16,26,12
"14",1,21,25,8,11,11,21,5,14,8,24,13,12,4,8,25,5
"15",20,24,10,10,5,9,17,15,4,24,18,4,16,23,19,21,10
"16",19,14,22,1,17,15,16,1,25,13,1,5,5,24,11,15,26
"17",3,16,24,15,18,4,11,24,10,19,10,10,24,17,21,23,21
"18",25,18,16,2,14,1,25,10,9,21,5,23,13,15,2,11,11
"19",17,15,7,16,16,6,3,14,22,18,21,25,21,5,10,16,1
"20",4,4,6,6,2,17,22,8,20,15,11,22,22,20,15,18,18
"21",12,6,21,14,8,20,2,7,3,25,16,18,9,12,4,22,25
"22",5,22,20,9,22,23,5,13,16,14,19,26,7,26,23,8,14
"23",8,12,4,3,4,25,7,25,11,22,25,8,2,14,12,13,6
"24",9,5,13,13,20,5,20,22,21,9,17,6,10,18,5,9,9
"25",16,13,23,19,7,14,23,19,8,5,12,24,3,19,18,3,2
"26",24,17,2,11,9,22,19,23,24,17,13,15,11,6,25,1,23
