"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",22,7,19,4,3,22,8,15,18,2,16,12,1,12,15
"2",6,13,21,8,10,15,2,8,1,9,20,17,7,22,6
"3",19,22,4,12,4,12,14,9,9,1,19,1,12,1,1
"4",4,20,18,13,23,23,10,10,11,15,4,18,14,2,16
"5",3,9,7,14,2,10,7,6,19,21,8,9,15,17,7
"6",23,12,2,11,13,1,23,1,12,23,1,14,4,23,17
"7",8,14,10,3,8,7,4,20,8,20,17,13,18,3,18
"8",9,5,12,16,9,20,20,3,20,12,21,6,10,5,19
"9",17,23,17,2,14,6,3,11,22,13,6,4,9,16,23
"10",11,15,11,1,15,21,15,2,5,3,5,10,19,14,4
"11",13,1,1,21,7,16,1,14,15,14,3,15,23,8,3
"12",14,16,8,20,18,3,5,5,17,4,15,19,8,7,12
"13",2,4,5,7,16,9,13,12,14,7,22,21,21,15,21
"14",10,8,14,22,22,5,16,13,10,16,18,11,3,18,2
"15",7,21,22,17,6,2,21,16,13,6,12,7,20,20,13
"16",1,6,16,18,12,8,9,22,4,5,2,2,5,6,9
"17",20,10,15,9,20,11,22,18,21,8,9,16,17,4,5
"18",12,17,9,15,1,13,19,19,2,11,7,20,2,13,22
"19",5,18,3,5,17,17,18,17,16,18,13,3,6,10,8
"20",15,3,20,6,5,4,17,4,6,17,10,22,13,9,10
"21",16,2,6,10,21,19,6,21,7,10,11,8,11,21,14
"22",18,19,13,23,11,18,12,23,23,22,23,23,16,19,11
"23",21,11,23,19,19,14,11,7,3,19,14,5,22,11,20
