"","V1","V2","V3","V4","V5","V6","V7"
"1",4,10,16,12,16,17,18
"2",9,17,7,13,10,1,14
"3",13,20,14,14,13,12,2
"4",1,15,15,19,9,7,6
"5",19,6,12,15,3,2,20
"6",6,13,10,1,18,3,1
"7",2,1,4,6,12,6,17
"8",18,8,19,4,11,20,4
"9",8,5,13,3,15,11,12
"10",16,4,9,20,8,15,15
"11",12,16,2,2,6,16,19
"12",11,3,17,9,7,4,8
"13",10,2,6,16,20,18,5
"14",17,18,18,8,19,9,16
"15",14,9,1,18,17,5,11
"16",3,19,11,7,4,19,10
"17",7,12,20,17,2,13,13
"18",15,11,8,5,1,8,7
"19",5,7,3,11,5,10,3
"20",20,14,5,10,14,14,9
