"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",6,1,12,3,17,16,18,5,21,5,12,14,6
"2",14,19,7,12,14,13,8,21,20,18,6,17,10
"3",19,21,11,16,4,21,20,6,10,9,5,21,16
"4",11,12,21,22,8,17,1,13,18,1,22,22,9
"5",2,14,1,11,10,22,5,2,14,12,10,6,7
"6",17,6,3,6,7,11,17,19,9,3,2,3,8
"7",15,13,17,4,9,2,22,18,15,14,11,15,19
"8",18,10,18,17,16,19,10,17,3,7,9,11,2
"9",13,18,19,10,13,12,14,4,6,2,17,7,18
"10",4,17,5,18,1,5,13,14,22,4,8,8,20
"11",8,9,9,2,6,15,3,9,4,21,7,10,17
"12",21,16,4,5,20,6,4,10,2,6,14,20,12
"13",1,15,15,20,22,14,21,22,7,20,13,2,11
"14",12,5,6,19,5,1,12,1,5,15,16,16,5
"15",7,8,2,9,19,20,15,15,11,19,19,19,22
"16",22,11,8,14,12,7,19,8,17,22,20,9,3
"17",3,3,20,13,11,8,16,12,1,13,3,18,13
"18",5,20,14,7,3,9,7,16,8,10,21,13,4
"19",20,4,16,8,2,18,9,11,19,16,15,4,14
"20",10,22,22,1,18,4,11,7,13,17,4,1,1
"21",16,7,13,21,21,10,6,3,16,11,1,12,21
"22",9,2,10,15,15,3,2,20,12,8,18,5,15
