"","V1","V2","V3","V4","V5","V6","V7"
"1",12,13,3,20,11,20,11
"2",11,4,11,16,20,1,16
"3",7,5,2,2,15,14,3
"4",15,16,7,5,21,17,6
"5",20,21,12,1,10,8,9
"6",2,2,21,15,9,16,8
"7",9,9,19,4,6,4,12
"8",18,14,1,9,8,2,19
"9",6,12,16,10,19,10,10
"10",4,15,13,17,13,3,5
"11",1,19,4,7,17,6,14
"12",3,11,10,3,1,18,17
"13",16,17,17,18,3,13,15
"14",8,20,18,13,16,19,20
"15",5,7,6,19,5,9,21
"16",21,6,15,8,4,21,4
"17",14,3,14,6,12,11,18
"18",19,8,8,14,14,15,13
"19",17,10,20,21,18,7,1
"20",10,18,9,11,7,12,2
"21",13,1,5,12,2,5,7
