"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",8,7,17,20,24,23,13,2,10,16,18,17,6,19
"2",15,25,24,6,4,24,1,17,5,8,17,13,20,24
"3",25,4,5,19,12,15,12,9,2,20,6,15,22,23
"4",1,15,1,25,1,13,3,21,17,13,8,3,8,20
"5",19,8,9,17,25,7,2,10,22,7,11,12,1,7
"6",4,22,21,16,9,19,5,3,23,18,2,10,16,10
"7",22,20,15,10,19,18,10,14,7,15,10,5,9,2
"8",11,14,3,9,20,4,24,4,8,9,1,8,13,25
"9",13,11,14,21,6,3,7,22,9,14,3,20,24,4
"10",9,17,19,3,22,11,11,15,18,3,5,16,21,15
"11",16,10,18,4,11,2,8,7,20,23,15,1,10,22
"12",10,5,2,7,10,21,15,19,24,6,12,19,11,3
"13",5,6,23,14,23,8,19,20,4,22,13,4,19,6
"14",3,24,10,8,7,6,17,13,11,24,9,21,2,18
"15",12,18,25,23,14,14,25,11,19,21,23,18,4,1
"16",2,2,12,1,16,12,4,8,6,11,22,23,14,8
"17",20,1,13,2,15,25,23,23,16,19,4,9,3,13
"18",24,21,16,18,18,10,20,24,25,10,16,22,15,21
"19",23,3,22,22,8,5,14,16,12,5,24,7,12,14
"20",17,12,20,13,3,16,21,5,3,4,7,24,7,11
"21",7,9,11,11,5,17,22,12,21,12,21,6,23,17
"22",6,19,6,12,13,1,9,25,1,1,20,11,5,12
"23",18,13,4,15,21,20,6,18,14,25,25,25,17,16
"24",21,16,7,5,2,9,16,1,15,17,19,14,18,5
"25",14,23,8,24,17,22,18,6,13,2,14,2,25,9
