"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",11,19,6,11,20,2,1,28,22
"2",27,26,3,2,27,23,14,23,24
"3",20,25,23,26,13,12,2,17,6
"4",3,23,28,8,10,8,22,12,18
"5",24,14,11,5,6,14,21,27,8
"6",23,21,15,14,23,7,17,19,11
"7",19,3,4,10,15,9,16,10,2
"8",16,10,24,3,26,4,28,15,14
"9",14,6,21,17,7,5,13,24,16
"10",25,20,20,18,8,22,27,5,1
"11",12,5,10,19,24,21,8,14,7
"12",8,28,17,22,28,1,20,1,5
"13",22,4,18,9,2,25,3,20,19
"14",2,15,19,16,25,13,5,9,25
"15",21,13,7,25,22,18,23,7,17
"16",6,2,14,27,17,11,26,22,21
"17",13,27,9,13,4,16,25,16,27
"18",28,1,26,12,19,15,6,2,12
"19",26,9,12,24,11,3,10,13,26
"20",7,17,22,7,21,17,12,21,3
"21",4,22,5,23,9,19,7,25,13
"22",9,7,16,4,12,20,18,4,23
"23",5,11,8,1,5,6,4,6,4
"24",10,16,25,28,3,24,15,11,10
"25",17,18,1,20,1,10,11,3,20
"26",1,8,2,15,14,28,24,18,9
"27",15,24,13,6,16,27,9,8,15
"28",18,12,27,21,18,26,19,26,28
