"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",19,2,13,15,2,15,20,24,7,7,16,17,6,20,19
"2",12,15,3,2,7,10,7,21,18,8,10,19,22,11,23
"3",6,20,21,10,8,11,16,16,4,10,22,4,12,3,20
"4",3,6,12,7,20,3,6,6,3,13,8,23,13,23,21
"5",17,7,16,11,1,6,15,5,22,11,5,8,21,7,5
"6",23,11,19,13,13,25,1,3,13,1,19,21,25,1,17
"7",11,13,17,25,16,13,12,7,23,4,25,10,3,22,25
"8",20,5,9,22,11,21,9,15,17,18,6,2,8,4,22
"9",15,8,4,19,19,7,24,13,8,16,21,7,24,15,18
"10",14,16,25,21,10,23,25,2,2,9,7,16,10,14,2
"11",9,22,8,16,18,9,21,4,20,24,11,18,7,2,14
"12",18,19,7,12,23,19,5,17,21,12,23,20,11,18,4
"13",7,9,5,9,14,18,18,14,10,5,3,25,2,10,8
"14",5,4,1,8,6,22,14,1,16,22,24,12,17,19,13
"15",22,14,6,6,3,12,3,8,1,25,14,5,4,13,10
"16",24,10,22,20,9,8,17,19,24,19,13,24,15,21,9
"17",16,25,10,1,12,1,22,12,15,2,17,1,14,25,6
"18",21,21,20,5,21,17,19,10,12,20,4,14,19,16,24
"19",8,24,18,18,5,2,2,18,14,14,2,11,1,17,15
"20",25,18,2,24,24,4,13,25,5,3,1,13,16,5,12
"21",2,23,11,23,4,14,11,9,9,17,18,22,20,8,1
"22",10,17,15,14,15,20,10,23,6,23,9,6,23,24,7
"23",4,1,24,17,22,16,4,11,19,6,12,3,18,12,11
"24",1,12,14,3,25,24,23,22,25,15,15,9,9,9,16
"25",13,3,23,4,17,5,8,20,11,21,20,15,5,6,3
