"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",4,15,15,20,22,22,2,11
"2",17,9,12,18,13,7,5,4
"3",1,22,7,15,8,2,6,21
"4",21,11,22,8,3,20,7,18
"5",7,7,4,13,4,10,3,13
"6",10,18,13,16,2,15,12,8
"7",19,4,3,17,18,18,11,15
"8",8,10,1,22,16,1,16,6
"9",16,14,10,21,6,13,19,20
"10",20,21,20,14,20,11,18,2
"11",11,12,5,9,21,6,22,19
"12",15,19,2,6,9,16,1,5
"13",5,13,19,3,5,5,10,3
"14",12,6,17,2,17,14,4,22
"15",6,20,11,4,14,19,17,16
"16",22,16,6,1,12,9,13,10
"17",2,8,18,12,11,17,21,9
"18",9,1,21,19,10,8,14,17
"19",18,3,14,5,1,3,20,12
"20",14,17,16,11,15,4,9,14
"21",13,5,8,10,7,21,15,1
"22",3,2,9,7,19,12,8,7
