"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",6,9,7,6,8,14,15,14,2,19,22,8,13,2,20,14
"2",18,5,21,7,10,2,1,2,14,15,18,11,8,20,18,11
"3",22,22,10,3,11,13,13,10,10,12,1,22,1,15,22,1
"4",14,20,4,10,19,7,7,8,21,6,21,13,4,3,3,12
"5",20,19,9,18,4,11,4,20,19,16,11,3,10,7,17,18
"6",17,10,15,8,17,6,16,13,20,20,9,2,15,16,6,4
"7",21,3,17,21,15,15,18,6,6,13,8,14,11,4,4,16
"8",12,1,5,2,7,21,12,21,18,11,10,16,19,22,7,13
"9",3,15,11,16,21,1,19,12,17,2,3,15,12,21,19,15
"10",1,8,1,1,12,10,6,1,12,1,6,5,14,12,1,21
"11",10,6,13,15,22,16,10,3,16,8,13,6,22,5,21,3
"12",4,2,16,11,20,8,9,22,1,18,12,18,3,13,14,22
"13",2,12,19,5,3,12,21,19,15,7,16,19,9,6,5,5
"14",9,11,22,22,1,22,11,7,22,22,2,9,2,11,11,10
"15",7,16,12,12,6,3,5,5,9,17,7,21,18,1,8,8
"16",5,14,6,17,16,20,2,15,8,14,14,10,7,18,2,2
"17",16,13,2,13,14,19,22,9,13,21,17,20,20,9,15,20
"18",19,7,8,20,2,9,8,11,5,3,19,17,16,17,12,6
"19",13,4,3,14,9,4,20,16,7,9,4,4,5,8,13,7
"20",8,21,20,19,13,5,14,18,11,10,20,7,21,14,9,17
"21",11,18,14,9,5,18,17,4,4,4,15,1,6,19,10,19
"22",15,17,18,4,18,17,3,17,3,5,5,12,17,10,16,9
