"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",7,4,5,13,5,3,16,8,16,7,1,19,12,10,13,17,4
"2",20,5,11,4,4,7,1,9,5,1,10,5,16,2,18,11,9
"3",14,2,3,15,12,13,4,16,3,9,6,16,5,18,16,7,11
"4",13,13,9,17,8,5,20,2,1,19,12,17,17,9,5,2,12
"5",5,8,14,6,11,17,9,1,2,8,2,3,6,7,6,16,13
"6",2,11,4,8,1,6,2,15,13,10,18,14,2,8,4,12,17
"7",12,3,6,3,9,15,8,19,14,18,17,8,19,14,8,19,8
"8",3,12,7,2,18,14,15,7,8,17,5,13,14,13,19,9,15
"9",15,7,1,19,16,10,13,6,19,3,14,4,10,15,3,13,16
"10",1,18,20,10,20,11,5,3,10,5,11,20,20,20,11,18,10
"11",18,19,12,12,13,1,19,17,9,11,19,1,9,12,20,20,14
"12",10,6,13,20,19,9,18,20,7,13,8,12,1,1,9,14,1
"13",11,10,15,9,15,4,3,12,15,15,4,2,15,19,2,5,3
"14",4,16,10,16,2,18,17,14,11,2,7,7,8,16,7,4,7
"15",6,17,8,14,14,8,7,4,18,16,16,6,4,4,15,8,6
"16",17,14,19,18,6,12,6,13,12,20,3,9,11,6,14,15,20
"17",8,9,16,11,10,19,14,18,17,4,13,15,18,3,17,6,18
"18",16,15,2,7,17,20,10,11,4,6,20,11,13,5,10,1,2
"19",19,20,17,1,7,16,12,10,20,12,9,18,3,11,1,10,5
"20",9,1,18,5,3,2,11,5,6,14,15,10,7,17,12,3,19
