"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",17,22,16,3,16,26,28,17,17,1,23,20,28
"2",13,11,18,23,9,3,5,13,18,24,5,21,7
"3",5,25,7,21,13,10,21,3,15,5,13,23,13
"4",10,5,3,7,12,1,15,7,23,13,27,19,19
"5",21,20,2,20,6,19,9,21,21,3,3,3,17
"6",19,17,26,5,5,18,13,5,13,19,9,24,26
"7",8,6,19,22,8,20,17,15,2,8,18,6,25
"8",4,9,6,4,10,22,25,20,10,16,7,10,4
"9",25,4,13,12,22,5,10,19,8,6,6,25,23
"10",12,27,11,14,3,24,3,26,26,11,10,17,22
"11",24,8,17,6,25,23,6,2,19,14,17,9,14
"12",20,7,1,16,17,13,2,28,1,20,20,22,1
"13",23,3,12,26,2,17,22,18,14,22,26,16,12
"14",1,10,15,15,18,12,27,4,25,23,1,4,24
"15",15,23,14,13,4,4,19,1,6,17,22,2,3
"16",22,28,5,2,21,7,16,14,28,25,11,7,10
"17",14,13,4,19,26,25,23,11,7,26,16,28,20
"18",9,21,20,8,24,14,18,22,5,21,4,18,15
"19",28,18,10,28,15,27,14,6,3,10,2,15,6
"20",3,24,25,24,23,21,8,16,27,15,28,26,5
"21",6,15,8,27,28,8,11,24,20,18,21,12,27
"22",27,14,21,9,7,9,24,23,24,9,19,27,8
"23",11,16,9,10,20,16,4,12,12,7,25,5,9
"24",26,26,22,18,11,11,7,9,9,27,24,11,21
"25",2,12,28,1,1,6,1,10,4,2,15,14,16
"26",7,1,27,11,14,28,12,25,16,28,14,1,11
"27",16,2,23,17,27,15,20,8,22,4,8,13,2
"28",18,19,24,25,19,2,26,27,11,12,12,8,18
