"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",18,21,2,18,14,5,9,7,3
"2",1,11,13,19,5,2,11,21,16
"3",21,16,7,16,17,24,3,20,19
"4",20,18,24,5,4,22,16,15,2
"5",22,7,17,7,12,7,7,17,11
"6",6,13,3,4,8,14,6,9,18
"7",15,14,12,3,18,11,20,22,5
"8",24,20,16,20,7,12,22,13,24
"9",12,4,1,12,6,21,24,24,14
"10",3,17,8,22,13,19,19,3,12
"11",17,1,10,6,10,3,21,4,20
"12",5,12,23,11,16,4,23,11,8
"13",2,2,9,14,22,10,4,14,1
"14",8,8,15,15,9,23,14,6,4
"15",16,6,11,24,2,17,2,10,9
"16",23,10,5,8,24,16,12,1,7
"17",11,9,4,23,20,6,15,16,21
"18",9,19,18,1,23,1,1,5,13
"19",10,24,22,21,11,15,5,23,6
"20",7,23,6,9,1,8,17,18,10
"21",13,22,14,10,19,20,10,12,17
"22",19,5,21,17,21,13,18,8,15
"23",4,3,19,2,15,18,13,19,23
"24",14,15,20,13,3,9,8,2,22
