"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",20,21,27,4,28,17,2,17,15,7,23,11,1,5,4,13,4
"2",24,4,4,24,16,12,13,13,5,29,28,19,11,10,7,5,7
"3",25,19,8,1,13,3,12,29,23,14,17,3,27,16,25,8,5
"4",19,16,13,13,22,1,5,25,3,3,10,27,7,7,19,2,16
"5",4,11,30,20,7,22,9,11,14,4,30,2,30,17,16,1,20
"6",12,10,11,28,12,21,3,1,16,27,16,23,2,28,26,16,14
"7",18,27,16,25,26,11,10,7,20,11,26,24,20,14,23,27,24
"8",21,1,25,18,5,30,14,30,17,10,2,29,17,13,2,18,12
"9",15,30,28,15,14,4,23,6,1,23,25,28,29,29,13,15,2
"10",16,12,15,3,30,24,26,15,2,30,1,1,18,18,24,28,8
"11",5,2,3,16,19,27,4,5,25,18,11,10,19,8,18,24,3
"12",30,14,29,10,10,8,8,14,22,22,4,20,10,1,30,25,29
"13",14,20,2,11,1,28,15,4,4,8,21,15,12,21,29,11,26
"14",27,9,6,8,25,10,18,8,13,6,6,14,24,27,15,19,13
"15",13,15,12,23,6,6,25,9,28,9,19,4,9,4,9,22,11
"16",23,3,19,14,15,19,22,26,26,2,27,8,6,25,22,20,25
"17",8,24,1,21,29,7,16,27,18,26,3,7,3,12,14,14,23
"18",7,22,21,26,11,16,20,23,6,5,8,18,25,9,27,21,6
"19",11,13,9,7,20,25,29,28,11,17,29,21,26,3,10,17,27
"20",22,23,14,12,9,20,27,3,21,24,9,12,23,11,6,3,21
"21",26,29,24,29,21,26,19,10,10,20,13,5,13,2,21,10,18
"22",29,25,5,19,3,18,30,20,12,15,14,25,5,19,17,30,1
"23",2,6,23,2,18,2,21,2,8,13,15,17,4,15,5,29,22
"24",10,8,26,17,23,9,28,22,19,19,20,13,14,20,28,4,10
"25",3,17,7,30,27,15,24,16,24,1,12,30,16,30,1,6,30
"26",1,7,17,5,2,14,17,19,29,25,22,26,22,6,20,12,17
"27",28,18,22,22,24,29,6,21,30,28,18,16,28,22,8,23,19
"28",17,5,18,27,4,5,1,18,7,16,7,9,21,24,11,9,28
"29",9,26,20,6,17,23,11,12,27,12,5,22,8,23,12,7,9
"30",6,28,10,9,8,13,7,24,9,21,24,6,15,26,3,26,15
