"","V1","V2","V3"
"1",11,17,13
"2",18,21,9
"3",1,24,11
"4",25,9,5
"5",20,15,16
"6",14,18,26
"7",8,22,17
"8",9,13,1
"9",6,28,25
"10",19,5,27
"11",21,25,2
"12",27,23,28
"13",29,16,7
"14",13,8,18
"15",12,27,6
"16",26,29,14
"17",2,10,29
"18",16,26,20
"19",7,7,8
"20",24,20,22
"21",17,11,12
"22",28,6,19
"23",15,3,3
"24",23,2,10
"25",22,12,24
"26",10,1,23
"27",5,14,21
"28",3,4,15
"29",4,19,4
