"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",10,11,23,12,23,9,8,1,23,16,12,4,1,23,11,8,2
"2",15,6,7,4,16,6,21,18,17,18,10,9,18,18,21,13,6
"3",8,8,17,14,10,19,10,17,19,4,4,21,14,21,20,9,20
"4",18,1,20,10,6,2,6,15,15,14,3,13,10,4,4,1,7
"5",6,4,19,20,17,3,13,7,4,17,9,16,7,14,16,18,16
"6",13,12,15,1,18,1,2,23,2,1,14,23,23,12,1,7,13
"7",22,17,21,16,15,14,22,9,6,7,7,8,19,19,9,2,14
"8",2,5,16,7,2,16,18,2,21,11,16,10,17,13,2,22,15
"9",12,3,1,13,8,13,23,5,11,2,21,15,2,9,22,5,11
"10",17,10,3,17,19,18,3,19,14,12,20,12,6,20,6,20,17
"11",11,21,6,9,9,22,7,4,10,19,6,18,22,17,7,17,10
"12",19,16,5,18,12,7,19,6,22,23,13,20,11,3,3,12,21
"13",1,18,4,19,1,15,1,13,1,15,5,11,12,11,23,10,1
"14",7,20,18,6,14,17,20,20,8,13,19,19,8,6,10,11,4
"15",9,2,2,2,21,12,12,11,7,10,1,1,16,2,8,14,23
"16",23,19,11,5,22,11,9,14,20,6,8,17,3,7,19,21,12
"17",4,22,8,3,11,5,5,8,16,8,18,6,9,15,14,4,19
"18",20,7,14,21,13,23,4,3,9,5,15,5,13,5,17,15,5
"19",16,14,10,11,3,4,15,10,5,9,22,22,15,22,15,23,3
"20",21,9,9,8,5,21,16,16,3,20,11,2,5,10,12,6,18
"21",3,13,13,23,20,20,14,12,18,21,23,14,21,1,13,3,9
"22",14,23,22,15,4,10,11,22,12,22,17,7,20,8,18,19,22
"23",5,15,12,22,7,8,17,21,13,3,2,3,4,16,5,16,8
