"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",4,15,18,23,3,20,23,16,13,19,14,23,21,18,17,12,10,20,5,5,21,10,17
"2",19,21,21,17,23,22,17,17,21,14,18,13,15,1,7,15,17,17,19,11,7,22,21
"3",7,5,24,21,20,5,11,6,6,17,13,8,11,21,2,19,6,2,13,2,9,13,20
"4",1,19,3,3,16,21,8,11,18,4,22,9,9,20,19,24,9,24,17,12,13,12,7
"5",21,4,9,22,12,19,6,19,9,8,20,21,10,3,9,7,5,3,22,16,20,9,12
"6",10,7,7,12,21,2,19,18,20,10,10,3,4,11,18,9,3,19,16,22,23,17,18
"7",17,6,13,4,17,23,21,5,14,21,11,19,2,12,23,16,19,5,18,8,1,7,10
"8",9,9,20,7,22,17,3,10,8,15,19,14,23,9,20,8,8,9,2,19,5,18,3
"9",24,14,12,8,1,10,12,23,17,11,15,15,24,19,13,23,1,4,14,20,4,1,23
"10",16,23,2,24,24,1,9,13,11,20,7,17,13,8,14,22,15,12,10,24,19,5,1
"11",22,24,1,11,13,14,5,1,1,9,12,6,17,15,24,13,14,6,6,10,22,24,19
"12",11,3,17,18,5,8,4,9,16,6,6,7,22,5,22,20,18,18,23,15,12,6,16
"13",14,18,4,16,6,12,18,3,12,24,24,1,20,6,12,11,2,7,20,3,11,16,5
"14",20,10,22,9,8,7,14,15,4,5,2,20,5,16,16,17,7,15,21,6,15,21,2
"15",8,16,16,10,19,18,20,20,7,7,3,2,18,23,6,18,21,8,11,17,17,8,6
"16",18,13,14,20,4,24,10,4,10,2,9,5,3,24,10,3,12,16,7,21,6,19,9
"17",15,8,6,6,2,16,15,24,3,23,16,10,6,7,3,21,16,22,3,14,16,15,15
"18",2,12,5,13,15,11,1,14,15,3,8,24,7,2,8,14,23,10,4,1,3,14,24
"19",5,22,23,5,7,15,13,7,19,12,4,12,1,4,5,5,4,11,9,9,24,4,13
"20",13,20,19,15,10,3,2,22,5,16,21,4,8,14,15,6,22,23,12,7,2,3,11
"21",23,2,11,14,18,4,22,12,24,1,17,11,19,13,4,1,11,13,1,4,14,2,8
"22",12,11,15,2,11,9,7,8,23,22,23,22,16,22,1,10,24,14,15,23,18,23,14
"23",6,17,10,1,14,6,24,2,2,13,1,18,14,10,11,2,13,21,24,18,8,11,22
"24",3,1,8,19,9,13,16,21,22,18,5,16,12,17,21,4,20,1,8,13,10,20,4
