"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",8,2,2,10,1,14,7,8,5,1,8,13,12
"2",10,13,5,14,4,11,8,3,11,11,3,2,7
"3",3,14,6,4,13,10,4,11,13,8,9,11,11
"4",4,9,3,8,6,1,14,1,10,4,10,10,6
"5",5,4,1,7,11,6,1,4,1,10,6,3,9
"6",9,1,11,6,7,9,2,14,9,3,14,1,5
"7",6,11,7,3,9,12,12,9,3,2,4,5,2
"8",11,12,8,12,10,4,5,6,2,7,13,12,4
"9",14,5,4,2,5,5,6,12,7,12,7,9,3
"10",7,10,13,1,2,3,3,5,8,6,2,7,13
"11",13,3,10,11,14,2,11,10,12,5,5,6,8
"12",2,6,14,9,8,8,9,7,14,14,1,14,1
"13",1,7,9,13,3,7,13,13,4,9,11,4,14
"14",12,8,12,5,12,13,10,2,6,13,12,8,10
