"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",14,25,19,7,1,25,4,7,1
"2",7,23,23,2,15,14,16,3,26
"3",15,2,12,22,13,23,17,2,8
"4",8,11,24,20,3,22,14,22,21
"5",6,18,5,16,25,20,8,4,11
"6",20,24,9,25,9,18,12,15,19
"7",13,12,8,6,18,8,22,6,20
"8",26,16,6,14,12,26,24,19,25
"9",21,6,22,26,4,5,25,5,10
"10",10,26,1,23,22,11,26,24,13
"11",2,21,16,18,6,12,20,9,15
"12",22,3,18,5,17,19,9,23,14
"13",12,5,7,15,7,13,3,20,6
"14",4,1,2,10,5,6,11,11,23
"15",9,17,13,4,11,3,7,13,9
"16",24,22,11,8,26,7,15,21,7
"17",23,8,4,19,16,2,13,8,2
"18",17,14,3,3,2,16,18,17,12
"19",16,20,17,17,14,4,2,25,22
"20",3,15,21,24,19,9,10,18,4
"21",19,19,25,12,20,21,21,12,5
"22",18,10,14,21,23,15,6,10,24
"23",11,4,20,13,24,1,19,16,18
"24",5,9,15,9,10,17,23,26,3
"25",1,7,10,1,21,24,1,14,17
"26",25,13,26,11,8,10,5,1,16
