"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",8,19,18,12,6,5,6,10,7,17
"2",10,6,19,17,17,10,19,17,19,14
"3",18,4,15,19,4,12,2,6,3,11
"4",21,10,11,11,12,17,4,14,21,19
"5",17,18,6,8,18,14,9,18,6,13
"6",12,8,2,15,16,19,5,3,8,6
"7",4,9,12,9,2,1,21,19,5,7
"8",16,7,14,2,15,3,8,11,14,8
"9",11,20,4,3,3,9,3,16,18,4
"10",7,2,21,4,9,20,11,15,1,10
"11",3,14,17,20,13,15,7,20,12,2
"12",20,16,20,7,11,8,18,4,9,5
"13",1,21,13,13,20,18,16,7,17,9
"14",2,11,3,1,14,11,17,8,4,18
"15",14,13,10,16,21,6,13,13,2,1
"16",15,17,8,21,5,21,20,12,10,20
"17",5,3,9,6,19,7,1,1,11,21
"18",19,1,1,14,8,4,15,21,15,16
"19",13,12,16,5,1,16,12,2,16,15
"20",6,15,5,18,10,2,10,5,20,12
"21",9,5,7,10,7,13,14,9,13,3
