"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",7,10,2,25,25,8,7,10,24,18,13,3,23,13,14
"2",20,2,11,9,21,6,13,5,5,17,19,21,20,7,21
"3",4,4,24,15,14,19,2,13,14,24,22,15,22,2,8
"4",23,11,25,1,10,14,21,11,10,20,17,6,14,23,19
"5",6,22,5,24,13,22,12,7,9,4,21,19,8,19,20
"6",25,12,17,18,11,26,19,3,20,1,12,26,26,5,12
"7",1,18,8,4,23,20,26,1,16,15,2,16,18,25,15
"8",5,25,21,7,4,9,14,2,17,9,18,4,11,9,6
"9",13,16,14,13,26,15,22,8,26,8,23,11,4,3,26
"10",26,17,20,26,1,10,1,16,2,14,26,18,1,11,16
"11",15,3,15,21,5,3,3,6,18,7,8,13,15,22,17
"12",17,23,12,5,18,24,4,18,19,23,11,7,6,8,18
"13",10,1,18,20,20,25,25,14,3,13,14,5,9,18,2
"14",22,14,9,11,6,21,8,21,22,12,20,10,21,20,3
"15",11,21,13,14,12,1,16,25,1,26,25,1,17,26,13
"16",21,20,23,16,19,7,11,9,23,21,3,22,7,21,4
"17",18,6,3,2,17,2,23,17,21,3,24,17,12,14,7
"18",2,13,10,23,9,5,20,22,11,19,10,14,5,6,5
"19",14,26,7,17,3,11,24,19,15,22,15,23,24,17,24
"20",8,7,22,10,7,23,18,24,25,16,6,20,13,12,22
"21",24,5,6,19,16,13,9,26,13,10,1,2,10,1,23
"22",9,9,16,8,22,12,6,23,12,5,16,24,3,24,10
"23",12,19,1,3,8,16,5,12,4,11,9,25,16,4,1
"24",3,15,19,6,15,4,10,15,6,2,5,9,25,16,25
"25",19,24,26,22,24,17,17,20,8,6,7,12,19,10,11
"26",16,8,4,12,2,18,15,4,7,25,4,8,2,15,9
