"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",16,7,8,15,3,4,20,12,17,3,7,10,16,12,15,5,16,3,2
"2",7,9,21,16,15,18,14,13,14,19,11,4,21,19,2,8,10,16,4
"3",20,6,1,13,20,19,2,18,18,14,15,17,8,9,13,2,12,14,13
"4",10,15,3,20,6,10,4,5,12,20,19,9,7,4,1,6,19,1,11
"5",5,4,14,6,9,14,6,14,21,15,21,7,12,5,14,13,4,5,3
"6",11,2,2,21,7,17,16,10,5,7,18,12,14,20,16,20,7,12,19
"7",2,5,5,3,17,9,10,3,15,4,10,19,10,13,3,9,6,7,20
"8",13,8,7,8,10,16,3,7,3,10,6,20,18,8,4,16,20,18,6
"9",3,11,17,10,2,5,12,2,2,11,20,16,11,18,20,3,13,20,8
"10",12,21,11,1,13,21,21,1,1,18,1,2,13,11,11,4,9,8,12
"11",19,17,20,2,16,15,9,8,6,2,14,11,5,15,12,18,14,2,5
"12",1,20,12,12,21,11,15,9,19,6,13,5,15,2,8,21,18,21,14
"13",21,1,16,7,1,12,11,11,9,21,8,1,1,10,21,11,21,13,18
"14",4,14,18,14,5,20,19,15,8,8,5,18,6,6,6,14,11,4,16
"15",9,19,4,11,14,13,13,20,11,5,2,14,2,7,18,7,2,19,1
"16",8,16,10,5,12,6,1,17,13,17,9,15,19,21,19,19,15,6,15
"17",18,18,19,17,8,8,5,4,20,12,4,13,17,16,10,10,3,15,17
"18",15,12,15,9,11,2,8,21,7,1,16,8,20,3,5,1,8,11,21
"19",17,10,13,18,18,1,17,6,10,16,12,21,9,1,17,15,1,9,7
"20",6,3,9,19,19,3,7,19,4,9,3,6,4,17,9,12,17,10,10
"21",14,13,6,4,4,7,18,16,16,13,17,3,3,14,7,17,5,17,9
