"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",8,2,4,15,15,18,20,18,6,19,14,6,13,22,10,4,2,4,11,16
"2",20,5,19,18,9,20,18,3,19,14,6,13,16,18,9,19,20,11,19,14
"3",12,11,22,21,10,17,2,1,10,18,19,14,2,4,15,13,6,1,7,6
"4",15,23,21,12,12,3,22,23,7,2,16,12,8,21,22,20,14,15,13,2
"5",3,16,16,13,17,13,17,9,1,20,2,11,7,10,1,8,19,9,3,1
"6",22,6,13,10,2,11,19,15,15,17,17,10,21,2,21,1,13,22,1,10
"7",17,17,3,5,8,16,21,7,16,4,9,15,6,6,5,7,3,19,15,11
"8",19,1,9,3,11,21,7,12,2,12,22,9,4,14,3,21,11,18,6,21
"9",4,21,14,22,5,4,15,10,12,22,15,19,17,13,6,18,5,21,9,18
"10",6,10,15,19,1,23,4,20,3,6,8,18,9,11,11,2,12,16,22,9
"11",13,19,23,8,23,22,11,16,13,9,1,16,22,19,14,9,1,13,2,19
"12",16,13,5,16,3,1,16,4,5,7,7,2,14,7,19,14,10,8,4,20
"13",10,7,2,7,4,6,10,19,17,15,10,21,5,20,7,15,17,7,5,5
"14",1,8,18,9,13,9,14,14,21,3,11,7,1,8,13,23,4,5,23,22
"15",11,12,1,20,22,12,23,13,23,13,23,23,11,12,23,12,23,23,18,23
"16",21,20,7,4,14,10,3,17,9,21,5,17,12,9,18,17,16,2,21,15
"17",2,22,6,14,6,19,5,11,18,5,21,8,20,15,17,10,18,6,14,7
"18",23,18,12,23,19,5,1,8,22,10,13,1,3,23,12,3,15,12,8,13
"19",7,3,17,6,16,2,6,6,14,16,3,3,10,16,20,11,7,20,16,8
"20",14,14,8,17,21,14,9,21,20,23,4,5,19,5,8,22,9,17,12,4
"21",5,4,10,2,18,15,12,2,4,1,12,22,23,1,16,16,22,14,10,12
"22",9,15,20,1,7,7,8,22,11,11,18,4,15,3,2,6,21,10,17,17
"23",18,9,11,11,20,8,13,5,8,8,20,20,18,17,4,5,8,3,20,3
