"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",2,16,10,1,3,7,13,9,8,14,2,5,3,12,10
"2",10,12,6,7,4,5,5,3,7,2,16,15,2,8,4
"3",11,10,2,13,16,2,9,8,10,15,11,4,15,11,1
"4",14,3,13,11,11,4,12,10,3,4,13,3,6,7,11
"5",15,11,8,4,12,11,16,2,4,11,5,6,10,4,3
"6",12,15,16,16,5,8,1,7,6,8,10,10,12,2,15
"7",8,5,12,3,8,13,3,12,5,16,12,12,7,13,2
"8",7,2,9,6,9,1,6,1,9,6,3,1,11,16,16
"9",16,8,7,15,6,16,2,14,14,7,6,2,1,10,8
"10",5,13,5,2,15,15,7,11,12,5,14,7,8,3,12
"11",6,1,11,12,1,14,14,4,16,9,15,9,13,9,6
"12",4,9,4,14,10,12,11,5,2,10,9,16,4,15,13
"13",3,7,15,9,14,3,4,6,13,12,4,11,5,5,7
"14",9,14,14,8,13,10,15,15,11,3,7,14,16,14,9
"15",13,4,3,5,2,6,10,16,15,13,8,13,9,6,14
"16",1,6,1,10,7,9,8,13,1,1,1,8,14,1,5
