"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",2,16,21,9,24,26,1,13,19,11,1
"2",22,14,12,20,19,1,24,16,15,1,13
"3",19,21,22,22,8,23,17,19,20,21,11
"4",24,4,24,15,22,19,8,7,16,16,12
"5",20,10,18,17,7,4,5,24,4,12,5
"6",18,6,7,5,3,10,3,8,21,3,10
"7",13,2,4,11,14,25,4,17,2,19,17
"8",14,26,16,1,13,2,11,10,23,17,6
"9",5,25,10,14,1,20,15,22,8,2,7
"10",4,22,3,16,9,5,20,6,18,10,16
"11",9,11,8,13,17,21,23,2,24,24,4
"12",3,5,15,4,10,17,25,26,11,20,14
"13",7,8,17,21,12,24,10,4,13,4,25
"14",10,9,11,6,23,6,16,20,17,15,24
"15",12,23,19,18,26,11,26,9,1,26,26
"16",11,3,26,25,5,13,21,14,12,9,3
"17",23,19,2,7,11,12,9,21,14,25,2
"18",1,7,6,23,21,7,13,12,5,22,8
"19",17,18,14,8,20,16,18,5,3,8,9
"20",8,20,25,3,18,9,6,18,7,5,15
"21",16,13,23,10,2,3,14,3,9,23,19
"22",21,24,9,24,16,14,2,1,10,14,21
"23",15,12,1,26,25,18,12,25,22,7,18
"24",6,17,13,19,4,15,7,15,25,18,20
"25",26,1,20,12,15,8,19,23,26,6,22
"26",25,15,5,2,6,22,22,11,6,13,23
