"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",21,2,9,9,17,17,4,7,3
"2",5,3,15,8,12,5,13,21,19
"3",22,13,22,2,13,8,1,14,22
"4",19,11,11,7,4,13,15,18,7
"5",9,6,7,6,1,7,2,2,10
"6",11,20,12,3,10,2,11,5,1
"7",18,22,2,12,2,21,12,8,20
"8",20,18,14,20,19,6,16,10,11
"9",7,17,18,10,5,15,5,12,12
"10",16,16,5,17,7,4,6,22,5
"11",2,9,20,13,22,1,7,9,6
"12",17,5,17,15,11,12,9,4,14
"13",6,12,1,21,14,14,14,3,4
"14",15,15,19,5,21,18,18,1,17
"15",3,14,10,16,6,9,21,6,18
"16",12,1,21,19,3,10,19,16,2
"17",8,21,16,14,16,19,22,20,8
"18",13,10,13,22,9,22,3,19,16
"19",10,7,8,18,20,16,10,15,21
"20",14,8,3,11,15,3,20,13,13
"21",4,19,4,4,18,11,8,17,15
"22",1,4,6,1,8,20,17,11,9
