"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",27,1,24,4,7,13,1,27,13,21,9,16,25,12,14
"2",21,26,4,12,14,21,4,15,22,12,21,17,21,21,5
"3",5,25,22,17,6,4,13,17,21,10,7,7,20,3,19
"4",12,2,3,26,11,27,14,7,20,20,14,24,1,1,7
"5",14,27,11,22,27,12,27,1,27,16,1,9,6,13,10
"6",23,24,21,8,21,5,12,8,7,7,18,23,3,14,12
"7",16,7,20,25,8,10,21,14,3,2,17,10,22,24,8
"8",11,23,17,27,25,8,6,20,12,24,12,18,12,23,27
"9",1,11,2,19,13,2,3,16,5,27,20,13,5,10,17
"10",9,22,8,10,10,14,11,9,4,19,26,4,26,16,25
"11",6,3,5,14,22,16,22,22,10,9,10,5,2,22,15
"12",8,21,26,2,15,19,19,23,1,15,15,14,8,5,3
"13",13,13,14,5,26,26,2,19,8,6,25,6,18,2,9
"14",15,14,1,1,19,1,18,3,16,8,3,15,24,27,24
"15",2,19,16,18,17,23,26,10,14,1,8,21,27,11,1
"16",3,8,19,7,24,22,16,6,25,22,16,12,17,19,18
"17",4,16,27,21,1,17,7,2,11,13,24,27,15,26,13
"18",7,10,9,9,9,7,8,24,26,4,4,22,13,17,6
"19",20,9,25,16,16,15,5,4,23,3,13,3,9,8,26
"20",19,18,13,3,5,20,10,13,18,26,6,2,4,25,11
"21",22,15,6,11,2,6,23,5,9,23,11,8,16,7,4
"22",24,6,10,23,23,18,9,11,2,14,5,20,19,6,20
"23",18,12,23,13,12,25,25,18,6,18,2,25,11,20,22
"24",10,5,15,6,3,9,24,12,19,11,23,19,7,9,23
"25",26,4,18,20,18,3,15,21,17,17,27,1,14,18,2
"26",25,20,7,24,4,24,17,26,15,5,19,11,10,15,21
"27",17,17,12,15,20,11,20,25,24,25,22,26,23,4,16
