"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",12,16,17,10,8,17,15,20,9,8,19,21,17,9,23,2,21,15,19,8,2,21
"2",9,2,9,2,19,1,12,14,1,13,18,20,10,21,2,6,19,22,14,20,12,10
"3",21,23,6,5,20,18,10,6,7,11,7,17,15,6,10,20,6,19,7,11,3,6
"4",22,13,10,22,7,8,16,7,13,21,20,13,13,20,8,10,2,2,10,23,1,22
"5",13,6,13,16,1,22,7,10,6,19,2,22,3,8,7,11,23,5,12,9,16,1
"6",7,22,3,9,9,4,14,9,10,4,6,9,11,15,17,17,20,6,21,22,20,3
"7",11,5,19,18,22,11,17,11,22,10,10,4,12,3,18,4,15,1,5,15,4,2
"8",16,18,7,7,4,7,4,16,21,20,14,7,4,5,15,16,18,21,15,14,6,18
"9",20,20,21,3,17,9,18,13,8,16,3,1,1,14,11,3,12,11,13,1,23,17
"10",17,4,16,21,10,2,3,18,3,14,5,12,16,10,20,14,5,16,3,18,21,16
"11",6,19,15,17,18,16,19,3,18,15,22,19,5,4,16,15,4,12,18,19,17,11
"12",18,9,20,1,2,20,20,23,14,3,17,11,6,11,9,19,16,13,4,21,11,7
"13",15,21,22,20,23,5,6,15,15,7,16,16,23,13,4,13,9,4,22,7,9,9
"14",10,14,23,11,14,10,2,2,23,12,9,14,9,23,5,21,22,14,6,5,18,23
"15",4,10,11,23,16,14,1,17,11,2,8,10,2,19,13,1,1,17,17,10,7,4
"16",5,7,18,8,3,13,9,4,2,18,12,2,19,16,6,23,8,10,20,17,5,13
"17",14,17,4,19,6,15,8,5,5,6,23,3,7,18,19,9,13,20,2,3,13,12
"18",1,8,2,13,12,6,23,21,4,9,13,23,8,1,12,18,7,3,11,2,8,15
"19",23,1,12,12,13,12,22,1,12,1,1,8,21,2,1,12,14,23,23,12,14,19
"20",3,12,14,6,5,3,21,8,20,23,11,18,22,12,21,7,10,18,8,4,15,5
"21",8,11,1,4,11,21,5,12,19,5,21,6,18,7,3,5,3,8,9,13,22,14
"22",2,15,5,14,21,23,11,22,16,17,4,15,20,17,14,8,17,9,1,16,10,20
"23",19,3,8,15,15,19,13,19,17,22,15,5,14,22,22,22,11,7,16,6,19,8
