"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",3,10,5,7,1,5,10,13,14,4,5,12
"2",4,8,9,1,3,1,8,6,5,14,14,1
"3",8,1,8,2,9,4,1,1,9,7,4,14
"4",6,14,6,14,7,14,6,7,13,9,1,5
"5",9,13,7,10,12,2,14,9,3,10,10,11
"6",2,11,14,4,11,13,2,10,7,5,12,8
"7",12,9,12,5,6,12,13,2,12,13,7,10
"8",13,7,10,11,8,3,5,14,11,2,11,4
"9",1,4,2,8,13,6,7,3,10,12,9,6
"10",10,12,3,6,5,8,3,4,2,3,8,2
"11",7,2,11,9,2,10,4,12,4,11,6,7
"12",5,5,13,13,10,7,11,5,1,1,3,9
"13",14,6,4,3,14,9,12,11,6,8,2,3
"14",11,3,1,12,4,11,9,8,8,6,13,13
