"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",8,18,28,24,23,29,23,12,20,19,21,19,29,2,11,11,25,26
"2",1,17,12,15,14,19,1,15,23,1,30,30,1,4,5,30,1,16
"3",14,23,4,20,26,13,12,6,8,23,10,24,21,18,7,28,5,28
"4",21,27,29,10,4,16,11,4,27,9,12,20,4,15,3,16,26,10
"5",3,22,16,18,25,2,22,8,24,7,2,13,13,22,28,22,22,13
"6",28,25,13,29,8,5,25,28,28,14,18,18,20,9,17,19,3,20
"7",4,16,18,6,3,11,26,13,11,27,22,22,7,19,20,10,6,8
"8",6,15,26,9,16,23,9,29,25,28,15,8,24,17,30,23,10,23
"9",27,6,5,8,17,20,27,11,21,4,9,26,17,12,25,13,18,29
"10",11,9,23,5,9,7,6,7,6,12,29,10,14,10,14,21,23,27
"11",23,20,8,23,5,28,8,19,9,8,23,16,6,26,26,25,15,25
"12",2,1,14,16,7,17,29,2,2,16,16,15,25,29,1,2,19,22
"13",16,12,30,14,30,8,30,23,15,15,4,1,3,30,21,17,2,30
"14",7,8,1,28,18,1,7,30,4,18,11,27,5,16,23,9,29,15
"15",13,11,9,3,10,24,19,17,30,17,5,21,23,25,18,29,28,3
"16",17,30,15,12,1,30,13,26,13,30,1,29,16,6,15,4,21,24
"17",26,2,25,2,20,3,17,16,12,25,7,17,9,1,2,26,13,18
"18",30,10,11,30,29,22,15,1,14,29,20,12,2,14,12,20,20,2
"19",15,3,21,19,27,14,5,20,29,13,19,23,12,5,29,6,14,1
"20",12,26,7,4,22,26,18,3,18,11,17,4,8,8,22,3,7,17
"21",24,13,3,17,13,12,20,21,26,24,27,6,10,20,8,5,24,21
"22",29,24,20,1,28,15,3,18,10,3,14,7,26,23,16,8,30,19
"23",19,29,22,22,19,18,28,14,1,26,25,2,19,11,24,27,27,11
"24",25,19,10,13,12,9,10,9,3,20,3,9,30,3,27,12,9,6
"25",5,5,2,21,2,10,16,22,16,6,13,3,27,7,13,24,16,9
"26",22,7,17,11,24,25,21,27,5,10,28,25,28,21,9,18,8,12
"27",9,28,6,7,21,6,2,25,19,21,24,14,18,28,4,15,17,5
"28",10,21,24,25,11,21,24,24,7,5,6,11,11,13,6,7,11,4
"29",18,4,19,27,6,27,4,10,22,22,8,5,15,24,10,14,4,14
"30",20,14,27,26,15,4,14,5,17,2,26,28,22,27,19,1,12,7
