"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",16,18,26,26,7,18,27,20,27,16,19,5,4,8,25,2,27,22,22,20,24,23,10
"2",26,19,5,9,24,11,10,11,29,11,25,12,11,14,22,26,20,28,5,10,22,4,7
"3",19,21,17,13,28,5,24,3,22,3,20,10,27,6,8,11,9,26,13,21,11,28,23
"4",30,30,15,23,2,30,28,1,13,9,18,15,5,27,1,29,16,7,14,9,13,16,8
"5",15,29,16,15,11,2,9,23,18,28,1,6,30,1,19,24,29,1,15,8,21,9,18
"6",3,9,28,20,15,9,23,18,19,5,4,20,6,11,24,28,4,18,12,13,5,6,30
"7",1,8,2,10,16,27,29,10,15,7,16,22,22,2,16,9,30,27,27,3,28,15,16
"8",9,3,18,8,3,4,21,12,16,22,28,29,8,24,11,10,28,20,8,23,15,8,5
"9",17,7,11,25,6,19,5,5,24,8,9,24,26,17,20,4,19,4,4,22,9,5,17
"10",29,5,3,12,8,1,13,26,17,15,17,13,12,16,30,14,24,10,20,30,3,30,27
"11",28,24,30,19,29,28,8,19,14,12,10,3,15,22,12,8,2,16,7,26,27,10,19
"12",21,10,24,7,10,13,3,22,8,6,26,8,25,26,23,7,8,15,16,4,10,19,3
"13",12,23,20,2,9,23,16,14,10,4,24,27,17,5,28,25,15,6,6,27,25,20,26
"14",27,20,29,21,12,7,6,7,5,21,23,26,21,4,3,20,21,19,23,17,4,11,14
"15",8,11,27,5,25,25,14,8,21,18,7,7,18,12,4,17,26,5,10,5,7,24,9
"16",22,1,25,29,13,29,19,13,30,30,29,14,19,13,13,12,10,8,29,11,17,1,24
"17",6,27,22,11,27,10,2,6,23,23,11,19,9,29,27,6,18,11,26,14,19,18,25
"18",20,4,19,17,21,17,1,25,20,25,21,23,3,15,2,22,11,21,3,1,30,22,20
"19",23,12,21,30,30,16,15,30,11,2,3,30,13,25,18,23,25,30,30,16,14,29,15
"20",24,25,14,6,17,26,26,24,26,26,6,21,20,21,26,19,13,25,19,25,8,12,6
"21",7,2,7,22,20,21,7,4,12,29,13,9,14,3,21,27,6,17,21,24,16,26,4
"22",25,14,1,3,14,6,18,2,6,24,2,17,2,18,15,3,7,3,11,19,26,21,13
"23",4,26,6,24,18,22,12,21,9,20,27,18,28,20,10,1,23,24,9,12,12,25,29
"24",14,28,10,14,26,20,20,29,2,17,22,28,10,7,17,5,3,9,17,2,6,2,11
"25",13,22,4,18,5,8,17,16,25,14,8,25,24,23,7,21,5,13,28,6,23,27,1
"26",2,15,9,16,19,15,11,17,28,1,30,1,1,30,9,16,14,2,24,28,1,14,12
"27",10,17,8,4,4,24,4,27,7,10,5,11,7,9,5,13,12,23,25,15,18,7,22
"28",5,13,23,28,23,3,30,28,1,13,14,16,29,10,14,18,17,12,2,29,20,13,2
"29",11,16,13,27,1,12,22,9,4,27,15,2,16,19,29,15,1,29,1,7,2,17,21
"30",18,6,12,1,22,14,25,15,3,19,12,4,23,28,6,30,22,14,18,18,29,3,28
