"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,16,19,6,2,11,18,22,10
"2",2,11,17,18,13,18,10,11,18
"3",1,1,8,10,23,1,13,16,4
"4",19,14,7,1,22,16,16,9,14
"5",22,7,20,5,18,12,23,14,20
"6",5,23,1,14,17,14,19,6,23
"7",20,12,6,12,9,3,7,23,22
"8",15,9,10,20,16,20,20,21,6
"9",17,22,16,2,14,9,9,18,1
"10",7,5,15,11,8,17,22,2,2
"11",18,10,21,15,4,6,12,7,5
"12",6,15,5,22,6,13,5,13,3
"13",8,17,14,16,21,7,1,20,17
"14",11,13,18,7,19,22,6,8,7
"15",12,3,12,21,3,8,17,10,21
"16",9,6,2,4,5,21,11,19,16
"17",4,8,11,3,10,4,2,5,12
"18",10,19,22,23,15,2,14,1,15
"19",16,20,9,9,1,19,3,4,19
"20",13,18,4,8,12,5,21,12,8
"21",14,2,23,13,11,15,4,17,13
"22",23,21,13,17,7,23,15,15,11
"23",21,4,3,19,20,10,8,3,9
