"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",20,16,15,19,12,13,17,6,21,15,2,15,2,20,19,15,14,4,1,1,24
"2",8,11,7,14,3,18,21,19,2,2,19,4,5,22,12,14,9,10,20,4,18
"3",16,17,21,5,10,2,6,8,14,10,24,2,13,21,11,18,7,5,17,20,5
"4",15,3,5,6,5,23,8,16,19,13,15,10,23,18,22,11,18,19,10,3,4
"5",6,24,9,24,14,4,1,17,13,7,10,19,12,9,23,12,1,7,24,2,10
"6",2,15,22,13,1,12,2,24,11,9,4,11,1,1,14,1,12,24,9,11,6
"7",12,6,24,1,15,3,13,10,4,16,21,13,3,10,4,10,3,23,5,5,17
"8",11,4,11,21,23,19,15,3,17,12,3,1,11,16,1,5,8,22,22,12,9
"9",23,23,8,3,9,24,14,1,3,11,9,17,14,2,17,22,10,20,14,14,19
"10",24,12,4,11,24,1,24,4,18,1,13,14,6,8,7,13,23,1,12,13,2
"11",13,13,1,2,17,8,19,11,9,21,8,23,19,24,16,2,13,12,23,8,1
"12",9,5,20,9,20,16,16,21,16,8,23,22,20,5,18,17,17,3,15,9,16
"13",22,14,23,17,19,21,23,13,7,5,7,7,22,14,24,16,4,14,7,18,12
"14",4,21,17,7,16,22,10,12,23,22,5,5,4,11,9,24,22,11,16,6,11
"15",10,20,16,15,7,20,20,15,22,17,18,20,15,3,6,6,5,8,6,16,3
"16",7,22,13,8,21,5,22,22,12,14,12,6,16,19,13,8,21,21,3,21,21
"17",17,19,19,20,8,10,9,2,10,4,16,8,21,7,5,7,19,13,21,7,22
"18",14,2,3,18,2,6,12,23,15,24,1,12,18,12,10,23,2,9,13,17,23
"19",1,1,12,12,13,9,4,9,24,3,14,24,24,23,3,21,11,16,2,15,14
"20",21,10,10,10,18,11,3,14,20,23,20,9,9,4,20,4,6,17,18,24,20
"21",3,8,2,22,11,17,7,7,1,19,11,3,17,6,15,9,15,2,8,23,13
"22",18,18,6,23,22,15,5,20,5,20,22,16,10,15,8,20,16,15,4,10,7
"23",5,7,18,16,4,7,18,5,8,18,17,18,7,13,21,19,20,18,19,19,8
"24",19,9,14,4,6,14,11,18,6,6,6,21,8,17,2,3,24,6,11,22,15
