"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",14,18,17,9,13,5,7,2,6,14,18,1,4,5,10,9
"2",5,15,6,15,14,16,16,5,12,11,15,3,12,15,6,5
"3",11,5,13,17,8,7,14,16,8,15,4,4,14,7,18,2
"4",6,9,3,10,4,6,17,10,2,18,1,14,5,19,11,6
"5",17,8,2,14,16,3,11,18,16,12,7,7,3,13,8,17
"6",19,13,15,18,6,12,5,8,4,9,11,11,1,14,2,1
"7",15,11,16,7,3,14,19,4,18,7,3,5,10,11,14,14
"8",7,14,19,1,10,13,3,19,11,16,6,18,13,17,9,12
"9",1,4,7,16,11,11,8,3,7,6,2,16,9,3,7,16
"10",16,12,4,8,15,15,10,15,1,8,10,19,16,2,19,7
"11",12,6,8,2,7,18,9,14,5,2,14,2,7,16,12,18
"12",10,17,5,3,5,2,6,11,15,4,5,8,11,4,4,4
"13",18,10,9,4,9,1,15,6,10,19,17,15,17,8,1,15
"14",8,1,14,11,1,17,12,17,19,13,16,12,8,1,3,11
"15",4,2,18,5,17,8,13,9,3,3,8,6,19,12,5,10
"16",3,19,1,12,2,10,1,13,9,10,19,9,18,10,16,19
"17",13,3,12,13,12,4,2,7,17,5,13,13,15,18,15,8
"18",2,7,10,6,18,19,4,1,14,17,9,10,6,9,17,3
"19",9,16,11,19,19,9,18,12,13,1,12,17,2,6,13,13
