"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",3,16,15,12,10,11,10,1,14,2,13,24,1,1,1,4,8,16
"2",24,24,11,10,24,13,1,11,12,24,17,1,13,23,18,1,1,12
"3",22,14,5,19,16,21,11,21,9,3,9,5,3,14,19,22,18,15
"4",4,21,2,6,20,14,21,10,5,8,12,17,18,6,17,15,19,20
"5",20,20,13,5,14,7,17,4,19,21,8,7,11,4,5,21,17,8
"6",15,18,23,1,6,12,12,13,24,5,22,3,20,13,11,24,7,24
"7",19,15,20,17,5,10,5,17,8,20,15,21,22,5,15,12,23,6
"8",18,11,7,4,12,22,14,8,4,10,7,19,23,18,8,3,4,7
"9",9,6,22,7,17,19,8,2,10,15,23,22,14,16,22,20,15,10
"10",8,12,14,24,23,8,13,12,18,1,1,15,24,24,23,16,13,1
"11",11,2,24,13,22,3,16,20,7,7,5,4,15,3,12,6,10,9
"12",10,22,4,18,3,5,18,15,6,13,19,20,6,21,3,23,11,11
"13",1,1,6,11,8,9,2,22,13,19,6,12,21,17,7,19,14,22
"14",14,13,21,9,15,1,24,24,21,17,10,18,4,22,14,14,2,18
"15",5,9,1,2,11,4,3,14,20,12,14,6,7,15,20,5,22,5
"16",6,17,18,20,4,20,22,6,16,14,4,2,16,19,10,9,21,14
"17",16,5,3,16,2,17,4,5,22,9,2,14,10,2,16,17,5,13
"18",23,7,12,8,1,15,23,19,15,6,24,16,5,10,9,8,16,2
"19",17,8,17,14,19,6,6,7,2,4,18,10,9,20,6,11,20,21
"20",7,19,9,15,18,23,7,23,17,11,20,9,17,8,4,13,3,4
"21",12,23,16,3,7,24,9,18,1,23,3,13,8,9,24,10,12,17
"22",21,10,8,23,9,2,20,3,11,16,21,11,19,7,21,7,9,19
"23",2,3,19,21,13,16,19,9,3,22,16,8,2,12,13,18,6,3
"24",13,4,10,22,21,18,15,16,23,18,11,23,12,11,2,2,24,23
