"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",13,25,9,5,19,22,10,2,14,12,16,6,25,24,6,2,8,9,5,7,8
"2",12,15,27,15,2,19,28,28,27,20,4,13,12,15,15,1,26,26,6,3,6
"3",2,10,29,19,18,8,14,29,3,6,11,10,22,4,3,12,14,14,16,30,1
"4",22,3,13,14,22,11,9,19,23,24,19,7,3,28,1,3,28,19,14,25,23
"5",23,9,8,7,3,20,30,13,28,2,29,16,14,5,8,13,7,10,22,24,20
"6",11,4,2,16,8,4,17,9,9,28,6,19,15,16,2,27,9,2,8,10,24
"7",17,27,22,25,6,24,18,6,19,25,9,5,21,3,5,21,24,24,23,21,16
"8",4,11,12,9,5,25,4,5,5,18,12,26,6,2,22,7,17,20,13,8,21
"9",10,7,19,6,16,5,21,7,21,9,8,22,9,23,24,10,27,8,28,20,4
"10",30,1,18,2,15,30,3,20,8,8,3,8,17,14,13,18,1,22,1,19,13
"11",8,14,7,20,27,27,7,12,6,22,24,12,11,19,12,20,23,4,26,27,7
"12",14,5,26,13,21,17,2,18,15,1,18,29,27,1,16,28,30,1,24,2,15
"13",1,29,1,12,30,26,15,22,24,11,1,17,13,30,30,30,15,16,21,15,14
"14",7,24,15,24,10,2,12,24,18,3,30,24,7,21,7,16,22,18,2,1,19
"15",27,12,28,1,29,18,16,1,16,29,22,23,18,22,29,15,16,30,7,29,18
"16",29,18,21,27,28,7,8,10,29,15,2,21,29,10,9,5,19,5,15,11,17
"17",5,21,23,4,4,9,26,21,10,16,25,9,26,27,18,25,20,6,12,22,22
"18",20,17,10,3,26,3,27,27,13,19,13,27,4,9,4,24,12,23,25,16,9
"19",25,22,5,8,13,13,5,26,17,27,7,11,23,13,25,14,21,12,27,5,28
"20",24,8,17,28,11,21,11,25,20,17,23,3,8,6,26,26,13,3,9,13,3
"21",15,26,25,30,1,1,1,17,1,30,17,15,1,18,28,11,2,11,17,17,10
"22",26,28,11,26,17,14,29,4,2,13,15,18,10,11,17,29,29,15,4,28,30
"23",21,13,24,23,25,23,24,11,11,5,5,4,5,25,20,17,10,13,18,4,25
"24",18,23,3,11,23,6,19,14,4,4,27,2,16,7,23,8,25,28,10,12,12
"25",9,20,16,18,24,28,20,23,25,26,14,30,20,8,19,9,4,7,3,23,26
"26",19,16,6,22,7,12,6,15,26,7,10,25,24,26,21,23,6,25,11,26,5
"27",3,19,30,10,14,15,13,8,30,14,20,1,2,17,10,22,3,29,30,14,29
"28",16,6,4,29,12,29,22,30,12,10,21,20,30,20,14,4,18,27,20,18,27
"29",6,2,14,21,20,10,25,3,22,21,28,14,28,12,27,19,5,21,19,6,11
"30",28,30,20,17,9,16,23,16,7,23,26,28,19,29,11,6,11,17,29,9,2
