"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",2,3,19,20,13,8,10,10,3,5,9,1,21
"2",7,13,13,12,12,1,3,19,5,6,20,13,2
"3",14,17,21,2,6,7,19,12,8,13,19,14,18
"4",8,16,20,8,11,10,6,2,20,20,6,21,6
"5",17,15,5,10,21,12,8,1,9,4,15,8,20
"6",6,9,6,6,8,2,15,5,6,19,12,5,13
"7",12,6,11,3,3,16,2,4,1,1,3,15,15
"8",4,20,9,5,2,15,9,11,16,8,17,2,4
"9",3,7,14,18,20,14,21,3,11,15,18,16,9
"10",13,2,7,7,16,5,20,15,13,3,11,20,5
"11",5,8,2,13,5,20,7,16,12,14,8,19,19
"12",15,5,3,19,7,6,4,8,19,11,16,9,7
"13",19,10,17,4,17,18,5,14,7,12,10,6,8
"14",20,14,16,14,1,3,14,7,15,7,7,17,11
"15",16,4,15,11,4,11,16,21,10,17,2,3,1
"16",21,1,12,9,14,21,12,9,17,21,21,11,17
"17",10,18,10,17,19,4,1,13,14,16,4,4,16
"18",11,21,1,15,15,19,17,6,4,10,5,10,3
"19",1,11,4,1,18,9,13,20,21,9,1,12,12
"20",18,19,8,21,10,13,11,18,2,18,13,18,10
"21",9,12,18,16,9,17,18,17,18,2,14,7,14
