"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",9,14,10,9,22,3,25,19
"2",1,11,18,24,1,10,1,29
"3",19,29,9,8,17,22,2,10
"4",22,15,11,15,2,20,11,5
"5",18,21,23,20,21,2,9,3
"6",5,1,15,12,27,8,12,9
"7",3,20,6,4,8,16,10,16
"8",21,22,16,11,10,26,26,28
"9",8,17,17,22,16,18,19,13
"10",16,10,13,1,25,23,8,23
"11",6,5,24,7,4,29,18,21
"12",17,18,8,21,5,12,23,22
"13",14,4,5,16,20,15,15,27
"14",15,26,21,2,3,6,29,12
"15",25,16,27,5,15,5,13,26
"16",27,7,2,13,6,1,4,14
"17",29,6,19,3,19,17,24,7
"18",24,23,1,6,29,14,20,1
"19",23,2,22,26,13,19,7,20
"20",28,27,14,18,12,9,16,18
"21",4,9,4,19,14,25,28,4
"22",20,8,28,23,26,11,27,15
"23",26,13,7,27,23,28,17,11
"24",12,19,20,17,28,27,3,17
"25",10,25,29,25,7,24,14,8
"26",11,12,25,10,11,13,5,6
"27",7,24,3,28,18,7,6,24
"28",2,28,26,14,24,21,22,25
"29",13,3,12,29,9,4,21,2
