"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",8,8,1,6,11,15,15,12,5,14,16,7,3,17,16,12
"2",4,2,2,1,9,14,7,1,1,9,9,11,18,9,6,4
"3",3,18,18,18,8,10,4,8,11,6,15,5,4,7,11,16
"4",5,7,9,14,2,11,14,5,13,12,5,18,1,2,4,11
"5",10,13,7,15,5,17,5,6,6,17,4,3,14,11,14,7
"6",6,10,8,2,6,5,2,13,7,3,2,13,9,15,2,15
"7",9,11,14,12,14,12,1,14,14,16,17,10,16,6,3,2
"8",1,1,6,10,13,1,11,18,16,18,1,6,8,8,10,10
"9",16,6,4,17,16,13,8,15,10,5,7,12,12,3,15,13
"10",2,15,16,8,15,9,17,10,3,2,6,17,15,10,18,9
"11",17,5,15,13,4,6,6,16,2,13,14,15,5,12,9,8
"12",14,9,17,5,12,4,10,4,4,15,8,2,10,4,5,17
"13",12,12,5,7,10,2,3,7,17,8,12,16,6,1,17,5
"14",11,4,13,9,7,18,13,3,15,4,18,14,13,13,12,18
"15",18,14,12,3,17,8,9,2,12,11,3,9,2,16,13,1
"16",7,3,10,16,18,3,18,9,8,7,13,1,11,18,8,3
"17",13,17,11,4,3,16,16,17,9,1,10,8,7,5,7,6
"18",15,16,3,11,1,7,12,11,18,10,11,4,17,14,1,14
