"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",8,8,14,7,14,21,11,16,18,4,17,1,25,9,25,19,4,23,10,6,20,8
"2",18,21,7,21,5,16,18,10,10,3,2,5,21,10,19,8,24,16,3,17,18,16
"3",2,15,20,4,1,22,9,11,25,8,14,6,19,24,16,6,14,5,19,14,5,19
"4",12,14,5,24,16,10,4,18,21,20,11,18,22,15,20,5,7,3,5,25,7,7
"5",21,5,21,13,15,15,1,6,9,12,3,25,12,23,21,12,1,2,24,5,16,11
"6",4,24,25,14,11,4,24,20,19,13,1,12,20,25,10,25,2,15,8,13,13,3
"7",13,12,18,2,13,12,21,21,16,2,4,24,6,6,3,3,9,20,21,18,8,18
"8",3,2,9,6,20,2,25,13,2,15,21,23,14,13,18,11,12,24,2,19,15,20
"9",25,4,10,12,2,24,3,17,22,21,7,13,1,1,2,13,15,17,1,11,12,14
"10",19,18,2,9,8,8,5,2,20,6,18,21,15,16,8,10,18,21,20,12,21,4
"11",6,1,1,17,7,14,7,14,6,1,15,8,8,5,13,23,11,8,23,24,14,1
"12",10,17,6,3,23,11,14,23,3,7,6,10,9,21,5,20,17,4,4,7,19,12
"13",1,13,17,25,18,19,15,3,4,24,5,16,16,2,12,7,13,18,12,2,24,2
"14",16,9,22,5,6,6,16,4,8,17,9,7,3,18,23,17,16,19,9,22,6,5
"15",11,3,24,23,12,7,13,8,13,5,20,15,17,4,1,14,21,1,7,10,2,24
"16",7,25,23,22,22,13,6,22,14,18,23,4,2,14,15,9,20,22,18,4,11,13
"17",23,20,13,16,4,1,10,25,1,9,25,17,10,8,24,1,10,13,13,8,4,9
"18",20,7,16,19,19,20,22,12,24,11,22,11,7,17,6,2,22,7,11,21,17,6
"19",9,6,4,15,3,3,17,9,15,19,12,2,11,19,4,4,6,12,16,3,23,21
"20",17,23,15,1,9,18,8,15,12,23,24,19,5,20,14,16,5,9,6,16,25,25
"21",15,11,8,18,10,23,20,19,5,16,19,22,24,22,11,18,19,14,22,1,3,15
"22",22,22,12,8,21,9,23,7,7,22,16,3,23,3,7,15,8,6,17,15,9,10
"23",5,19,3,10,17,17,19,5,23,14,10,20,4,7,22,21,23,10,15,9,10,23
"24",14,16,11,20,25,25,2,1,11,10,8,9,13,12,9,24,3,25,14,20,1,22
"25",24,10,19,11,24,5,12,24,17,25,13,14,18,11,17,22,25,11,25,23,22,17
