"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",4,15,1,13,19,16,16,3,18,28
"2",19,2,16,9,3,2,21,16,22,26
"3",3,1,10,10,24,25,11,20,5,4
"4",23,5,12,20,17,9,1,1,13,2
"5",27,14,14,2,20,23,7,11,11,24
"6",25,10,6,5,9,15,18,15,2,7
"7",5,25,28,4,10,28,23,28,12,22
"8",2,13,13,26,5,12,25,19,15,11
"9",21,20,19,8,26,20,24,5,8,9
"10",15,27,2,7,27,10,4,18,14,18
"11",17,19,9,15,7,27,10,12,19,12
"12",14,17,24,28,18,24,20,17,28,1
"13",20,11,8,27,25,5,12,6,25,21
"14",26,6,21,22,28,26,17,27,20,16
"15",12,26,15,21,4,22,14,2,3,20
"16",10,22,4,1,1,6,28,7,21,3
"17",6,24,17,23,22,17,6,14,23,8
"18",22,21,22,25,8,8,9,21,6,27
"19",24,23,11,12,15,14,26,24,26,19
"20",11,7,25,16,23,11,27,13,4,23
"21",1,16,20,11,14,1,3,8,1,17
"22",28,28,26,17,12,4,15,10,16,6
"23",8,18,7,19,21,3,19,26,7,13
"24",18,12,27,14,2,18,5,25,9,5
"25",7,4,23,6,6,13,8,4,27,14
"26",13,8,18,3,16,7,13,23,17,10
"27",16,3,3,24,13,19,22,9,10,15
"28",9,9,5,18,11,21,2,22,24,25
