"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",14,14,20,19,10,21,17,8,9,22,2
"2",7,20,23,1,1,14,9,1,17,21,18
"3",23,11,7,20,7,16,1,3,14,10,13
"4",6,9,10,17,23,5,3,19,10,23,16
"5",17,19,11,21,2,12,20,18,1,2,9
"6",10,4,2,13,3,3,23,2,5,15,4
"7",8,12,15,16,20,10,14,4,19,4,5
"8",5,16,1,18,15,20,22,14,22,8,19
"9",3,8,14,6,4,22,15,17,16,14,10
"10",13,15,5,5,16,1,7,9,15,1,11
"11",20,7,22,10,5,7,4,11,23,7,7
"12",16,13,4,9,6,9,13,16,8,19,20
"13",11,22,8,12,11,17,6,21,20,17,6
"14",22,21,19,15,19,4,16,13,13,16,12
"15",1,23,9,8,9,6,18,6,11,6,23
"16",15,5,18,22,12,2,11,22,18,12,22
"17",4,18,17,3,13,8,2,15,6,11,3
"18",9,2,16,14,8,18,8,12,7,3,17
"19",21,1,3,2,22,19,12,20,12,5,1
"20",2,6,6,23,17,13,10,10,3,18,8
"21",12,10,21,7,18,15,19,23,4,9,14
"22",18,17,13,11,21,23,5,5,2,13,21
"23",19,3,12,4,14,11,21,7,21,20,15
