"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",17,6,10,6,15,16,7,16,5,6
"2",22,10,18,19,11,6,1,11,7,9
"3",8,16,19,5,20,21,11,9,2,12
"4",20,1,22,18,22,17,15,17,22,18
"5",16,20,17,1,4,14,21,8,11,2
"6",12,17,14,14,12,18,3,1,21,4
"7",18,18,8,17,17,10,16,3,9,14
"8",21,11,11,9,2,20,9,4,14,21
"9",19,15,4,4,7,5,12,22,19,7
"10",1,9,5,7,13,13,22,10,20,16
"11",15,3,2,13,21,1,6,7,12,10
"12",4,21,1,11,10,19,17,18,8,8
"13",13,4,9,22,8,22,19,13,16,11
"14",6,14,3,20,6,15,5,6,4,19
"15",10,8,6,15,1,9,14,12,1,1
"16",5,19,16,16,3,3,8,15,18,13
"17",2,12,12,21,19,12,10,20,13,3
"18",11,5,20,8,5,11,4,21,10,15
"19",7,7,21,10,16,7,18,5,17,5
"20",9,22,7,3,18,8,2,14,15,22
"21",3,2,13,2,9,4,13,2,6,17
"22",14,13,15,12,14,2,20,19,3,20
