"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",1,28,5,1,18,18,16,11,1,3,9,9,6,12,12
"2",25,18,14,11,26,25,12,22,25,5,4,24,8,5,20
"3",3,1,24,23,28,20,27,18,16,11,2,19,20,18,11
"4",26,11,12,21,9,7,24,16,24,2,18,8,24,7,8
"5",13,24,20,18,24,15,22,15,26,16,20,7,5,26,26
"6",12,20,3,13,5,23,26,13,7,17,25,21,27,4,13
"7",21,14,22,17,21,13,8,24,2,18,8,16,26,10,2
"8",28,23,25,15,4,11,4,12,12,4,14,20,15,20,23
"9",27,16,2,22,16,22,19,2,13,20,7,2,21,28,22
"10",14,2,15,19,3,16,7,5,9,27,3,6,12,6,16
"11",4,12,11,25,6,28,10,20,3,24,17,17,1,23,25
"12",18,26,27,28,7,2,20,26,20,22,10,14,11,3,14
"13",8,22,10,26,22,24,3,7,18,13,15,11,14,8,4
"14",20,25,13,8,25,8,25,6,4,26,12,27,18,22,7
"15",23,19,23,5,14,21,1,19,15,25,24,5,4,16,10
"16",6,15,26,20,15,9,14,1,10,8,21,26,3,1,6
"17",15,27,8,24,13,14,6,28,28,7,27,28,22,17,18
"18",22,3,7,2,2,17,15,23,17,15,19,23,13,27,5
"19",7,21,16,6,10,6,13,21,11,12,5,10,25,25,17
"20",11,8,18,14,11,26,23,27,8,6,11,3,10,19,3
"21",2,17,19,10,1,1,11,8,27,19,28,1,17,14,1
"22",5,10,6,12,23,10,21,25,14,28,23,12,16,11,21
"23",10,9,4,16,17,4,5,14,22,21,6,22,7,21,9
"24",16,6,1,3,27,3,2,17,5,9,16,4,19,2,27
"25",24,5,17,27,19,5,18,9,6,14,26,18,9,15,19
"26",9,7,21,4,12,19,17,10,23,23,13,25,23,9,24
"27",19,13,9,7,8,12,28,3,19,10,1,15,2,13,28
"28",17,4,28,9,20,27,9,4,21,1,22,13,28,24,15
