"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",10,23,11,3,13,26,20,1,18,20,25,23,23
"2",1,22,22,21,12,9,1,17,15,2,2,26,11
"3",22,25,10,19,1,15,7,10,20,10,8,19,25
"4",26,21,14,10,8,23,2,12,4,23,16,7,13
"5",18,4,21,13,6,2,3,4,12,9,24,13,19
"6",4,1,26,4,25,16,8,9,13,26,20,2,1
"7",8,7,5,26,16,13,5,2,5,21,7,16,15
"8",15,17,3,7,10,8,9,14,16,17,19,17,6
"9",13,16,25,25,2,7,22,19,8,25,13,11,22
"10",5,19,1,12,5,18,18,24,14,13,6,3,17
"11",7,3,12,15,7,3,14,21,22,24,10,21,4
"12",17,26,6,1,26,1,13,22,1,12,1,10,10
"13",16,10,19,22,14,25,6,25,17,15,11,8,2
"14",19,18,23,16,22,20,16,5,24,22,3,14,7
"15",3,12,20,9,19,4,17,11,3,14,12,20,24
"16",11,20,15,24,20,5,12,8,21,7,18,4,16
"17",25,8,24,2,9,14,19,26,25,5,17,18,14
"18",23,15,9,11,15,6,21,3,10,3,9,1,3
"19",24,13,13,17,24,12,10,23,9,19,23,25,18
"20",2,11,8,20,4,11,24,6,26,16,22,9,9
"21",14,6,4,18,11,19,15,15,2,1,26,5,26
"22",6,14,7,8,23,22,4,18,23,4,14,12,21
"23",21,5,17,6,18,10,26,16,19,18,4,6,20
"24",20,2,2,23,21,24,23,13,11,11,15,22,12
"25",12,9,16,5,3,21,11,7,7,6,5,24,8
"26",9,24,18,14,17,17,25,20,6,8,21,15,5
