"","V1","V2","V3","V4","V5","V6"
"1",17,2,14,14,21,7
"2",21,7,19,25,9,5
"3",6,16,20,10,4,8
"4",22,24,10,4,24,15
"5",15,23,25,13,7,20
"6",9,6,22,17,25,16
"7",14,17,7,24,20,19
"8",7,1,1,23,3,24
"9",12,25,15,18,11,3
"10",3,3,24,3,13,11
"11",1,19,13,7,8,22
"12",5,8,9,15,10,18
"13",4,22,17,22,18,14
"14",11,9,18,5,22,25
"15",20,20,4,16,1,9
"16",10,14,11,12,17,10
"17",16,11,2,8,12,13
"18",19,15,21,19,14,23
"19",13,5,8,6,5,2
"20",18,13,16,2,2,17
"21",23,4,5,11,16,21
"22",25,10,12,21,6,12
"23",2,12,3,20,23,4
"24",8,21,6,1,15,6
"25",24,18,23,9,19,1
