"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",9,13,20,8,9,7,9,22,21,16,5,20,15,13,21
"2",8,2,17,13,4,17,17,18,12,3,11,19,5,4,15
"3",22,1,7,3,21,10,15,1,13,11,16,21,14,14,11
"4",11,19,9,14,22,1,2,14,8,20,8,22,4,10,8
"5",17,14,3,10,8,12,7,16,6,2,21,18,11,20,3
"6",14,3,16,12,5,8,4,7,16,19,13,7,19,19,6
"7",18,5,12,20,15,9,8,20,9,17,19,5,7,6,17
"8",2,20,13,1,1,6,5,11,18,8,22,13,10,5,13
"9",4,6,2,15,17,5,19,17,17,14,2,11,9,21,9
"10",10,8,19,4,12,3,22,15,3,6,17,2,17,8,7
"11",1,4,10,7,14,20,11,10,7,15,7,16,18,3,2
"12",3,22,6,19,3,15,10,21,1,12,12,1,22,15,10
"13",21,17,14,21,11,4,18,9,10,7,9,17,21,22,19
"14",20,7,21,17,7,22,1,6,2,10,1,14,8,12,12
"15",7,18,18,11,19,18,16,8,4,18,20,10,13,17,16
"16",12,21,22,18,18,11,12,2,15,1,4,4,12,2,1
"17",19,16,5,6,6,16,20,13,14,21,3,6,16,7,14
"18",15,12,1,9,2,2,14,4,5,13,14,9,2,1,22
"19",16,15,15,2,16,21,13,19,19,9,10,8,3,16,5
"20",5,10,8,5,13,13,3,5,11,5,6,3,6,18,18
"21",13,9,4,16,20,19,6,12,20,4,15,12,20,9,20
"22",6,11,11,22,10,14,21,3,22,22,18,15,1,11,4
