"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,17,4,16,18,6,6,10
"2",24,12,23,20,13,4,17,14
"3",13,10,6,13,3,22,4,15
"4",21,24,7,11,16,13,21,16
"5",19,14,15,1,19,17,3,18
"6",5,19,8,4,14,25,11,20
"7",25,3,11,8,22,20,13,11
"8",16,9,10,21,11,11,7,22
"9",4,13,13,12,8,18,19,4
"10",22,7,14,5,1,5,9,6
"11",17,15,1,9,6,3,14,24
"12",11,4,5,2,12,9,16,1
"13",20,5,21,15,9,24,22,21
"14",6,6,22,10,15,12,2,7
"15",12,16,16,22,17,23,15,8
"16",2,2,19,23,5,14,10,17
"17",7,21,12,18,2,8,18,19
"18",14,1,9,19,20,1,25,5
"19",23,22,3,24,7,21,1,2
"20",9,23,18,7,10,2,5,12
"21",10,25,25,17,21,19,8,25
"22",15,18,24,3,4,15,23,9
"23",8,8,2,25,25,16,20,13
"24",3,11,17,6,23,7,24,23
"25",18,20,20,14,24,10,12,3
