"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",9,7,17,1,18,14,1,2,13,3
"2",11,24,22,12,16,23,7,13,11,26
"3",26,25,11,27,15,15,18,1,24,21
"4",2,20,7,23,26,18,20,21,16,1
"5",12,4,18,21,24,12,11,20,2,23
"6",27,15,2,8,13,2,10,9,1,2
"7",19,27,4,2,21,25,27,18,3,13
"8",22,21,24,25,9,13,2,16,5,10
"9",21,14,25,3,4,8,15,3,17,24
"10",1,1,21,24,1,1,5,11,20,14
"11",20,3,6,17,12,19,9,6,15,15
"12",14,18,27,20,22,26,12,5,22,6
"13",23,10,12,6,23,22,6,26,19,9
"14",4,11,3,15,20,10,3,15,25,22
"15",6,22,14,5,25,5,13,7,8,16
"16",24,19,20,16,19,3,25,23,14,19
"17",3,13,13,19,8,21,26,4,4,25
"18",8,9,1,26,6,27,14,25,12,18
"19",17,26,15,18,7,6,8,24,26,4
"20",5,2,26,11,14,9,21,27,6,7
"21",25,6,16,14,3,24,19,14,9,5
"22",10,23,5,13,5,11,24,8,18,8
"23",13,5,8,4,10,4,22,17,21,27
"24",16,12,10,22,17,7,17,12,10,11
"25",18,8,23,10,27,17,23,10,27,17
"26",7,16,19,7,11,20,16,19,23,12
"27",15,17,9,9,2,16,4,22,7,20
