"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",23,10,8,23,11,2,9,21,21,9,4,13,8,18,11,19
"2",16,25,25,25,6,13,2,15,22,1,13,25,2,11,25,13
"3",1,13,12,12,13,1,25,11,12,2,25,1,1,17,2,5
"4",18,20,14,21,4,9,15,9,7,18,17,18,9,23,9,6
"5",19,24,1,11,18,20,11,17,18,16,12,2,24,20,12,1
"6",25,3,23,14,22,16,7,10,5,12,2,21,17,16,1,9
"7",4,18,10,7,12,25,17,14,24,23,3,20,16,25,22,11
"8",2,4,3,17,16,15,16,19,9,25,14,24,7,6,8,23
"9",14,22,6,5,5,18,21,23,6,11,1,5,11,9,4,15
"10",20,5,7,4,2,5,18,7,14,13,22,23,25,14,19,18
"11",10,2,9,20,9,23,6,5,19,20,21,6,19,10,7,10
"12",22,11,16,2,15,8,8,25,11,24,15,4,15,8,24,8
"13",15,9,5,15,23,12,22,8,20,17,6,10,4,4,21,7
"14",6,21,4,24,21,10,13,12,3,7,19,7,18,15,23,20
"15",24,16,20,10,8,21,12,13,1,19,24,11,3,3,17,21
"16",3,14,17,18,1,17,3,1,13,14,7,3,10,21,20,24
"17",9,8,24,16,7,6,24,20,4,22,10,9,23,19,15,14
"18",17,7,22,8,14,14,19,3,23,6,16,8,14,24,6,22
"19",7,23,19,6,20,4,10,6,16,21,9,15,6,13,5,16
"20",5,1,18,1,3,11,14,16,15,5,5,12,20,2,10,2
"21",21,19,15,19,17,24,23,4,10,3,8,16,21,7,13,17
"22",11,15,2,9,10,3,5,2,2,8,11,22,13,5,14,4
"23",8,12,21,22,19,19,20,22,17,10,23,19,12,12,18,3
"24",13,17,13,13,25,7,1,24,25,15,20,17,22,1,3,25
"25",12,6,11,3,24,22,4,18,8,4,18,14,5,22,16,12
