"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",15,14,7,18,7,13,11,17,14,3,1,8,8,13,14,17,16
"2",18,1,11,19,8,1,3,1,4,19,10,4,11,10,13,7,8
"3",1,5,8,12,12,19,7,6,10,1,5,7,18,5,9,14,2
"4",13,19,6,8,15,2,15,8,1,8,2,11,17,19,11,1,10
"5",6,7,3,4,1,3,8,10,7,4,19,5,10,15,1,9,19
"6",3,17,18,17,5,5,18,15,9,12,8,10,13,16,6,13,4
"7",4,13,14,15,13,4,12,4,8,5,11,13,3,3,18,5,17
"8",19,9,1,11,10,8,1,9,12,10,13,19,4,18,16,19,1
"9",9,16,15,10,6,18,10,5,18,15,15,2,19,17,17,10,13
"10",7,4,10,2,18,7,19,7,17,18,9,9,2,12,8,18,14
"11",16,11,9,7,2,16,17,3,3,11,12,17,12,6,7,15,18
"12",11,10,19,1,19,10,6,19,6,9,6,1,14,1,19,16,11
"13",8,12,2,14,17,14,14,18,2,16,16,6,5,8,10,8,3
"14",10,6,17,13,11,17,4,12,5,14,3,15,6,14,5,2,15
"15",17,8,13,9,4,9,13,13,19,7,4,3,1,7,3,6,5
"16",2,15,4,5,3,12,5,11,16,17,7,14,9,2,12,4,9
"17",5,3,12,3,9,15,16,16,11,6,17,18,15,11,15,3,7
"18",14,2,5,16,14,6,9,14,15,13,14,16,16,4,2,11,12
"19",12,18,16,6,16,11,2,2,13,2,18,12,7,9,4,12,6
