"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",26,10,26,9,17,16,18,6,5,16,26
"2",20,23,16,25,11,20,23,20,3,17,17
"3",15,21,27,26,1,18,7,8,17,2,9
"4",9,3,10,13,25,19,20,21,7,27,10
"5",14,28,6,1,16,25,19,28,13,11,5
"6",28,17,7,17,6,2,17,10,14,21,14
"7",7,18,3,18,14,27,9,16,6,5,25
"8",1,1,14,2,2,5,26,11,4,1,21
"9",11,6,18,22,7,24,15,12,26,12,23
"10",18,14,20,6,8,26,1,1,8,26,13
"11",25,25,5,11,5,15,3,22,24,8,20
"12",12,20,4,23,20,13,28,5,10,23,22
"13",3,15,8,5,18,17,6,13,27,18,8
"14",19,2,9,24,28,6,2,15,16,15,28
"15",24,19,19,3,26,10,14,17,9,10,11
"16",21,8,2,7,23,23,24,9,19,6,16
"17",27,11,15,28,21,28,8,23,22,24,1
"18",10,24,17,10,22,3,5,7,2,13,4
"19",22,4,12,15,10,14,11,4,12,4,3
"20",8,12,11,27,13,7,21,2,23,9,12
"21",23,26,25,19,15,8,25,14,25,28,6
"22",17,16,21,14,24,1,22,27,28,3,24
"23",13,5,28,4,12,4,10,19,20,22,18
"24",5,22,13,8,9,11,16,25,18,25,27
"25",6,13,23,12,4,21,27,18,15,14,2
"26",16,9,1,20,3,9,13,26,1,19,7
"27",2,27,22,16,27,22,12,3,21,20,19
"28",4,7,24,21,19,12,4,24,11,7,15
