"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",21,10,24,10,5,19,23,19,27,24,14,9
"2",13,28,1,9,11,1,10,22,18,25,27,12
"3",18,14,11,3,28,25,17,25,21,4,22,6
"4",9,15,23,22,27,4,15,16,12,23,10,26
"5",3,16,20,27,13,13,25,23,16,2,5,11
"6",28,12,26,1,21,3,27,4,8,15,28,1
"7",14,27,15,8,22,20,24,3,15,7,13,24
"8",15,4,16,24,3,9,5,26,14,18,18,2
"9",16,3,28,25,10,26,19,10,2,3,16,22
"10",27,26,9,23,9,18,12,20,7,9,9,5
"11",11,21,18,4,6,11,20,17,5,13,23,17
"12",25,18,17,11,23,27,7,24,3,19,6,18
"13",20,6,3,14,15,5,22,27,10,11,8,20
"14",12,13,2,28,19,22,4,18,28,14,1,25
"15",8,24,22,15,14,24,3,6,9,22,20,8
"16",4,11,14,21,8,2,11,1,26,8,21,19
"17",26,8,13,2,12,12,2,11,19,26,11,23
"18",23,7,21,20,18,21,14,13,17,12,26,13
"19",22,17,5,13,4,15,8,7,11,1,24,27
"20",6,9,6,7,20,7,6,14,4,6,15,10
"21",24,23,7,26,24,8,21,9,24,20,19,14
"22",7,19,4,18,7,28,26,12,20,16,12,3
"23",17,20,12,19,17,10,18,2,1,27,2,7
"24",19,25,25,16,1,6,1,15,22,5,3,16
"25",10,2,19,12,25,14,9,8,25,10,7,4
"26",1,22,27,6,16,16,13,28,23,17,17,28
"27",2,5,8,5,2,23,16,5,13,21,4,15
"28",5,1,10,17,26,17,28,21,6,28,25,21
