"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",17,13,5,6,3,7,6,6,19,2,13,12,6,7,19,9,8
"2",7,6,7,1,9,19,21,12,20,14,16,1,13,9,11,6,2
"3",21,7,6,15,10,10,5,19,10,16,20,16,20,18,16,4,12
"4",5,11,21,7,11,11,11,4,1,21,21,17,8,1,13,19,1
"5",11,8,15,21,2,18,14,8,13,18,2,9,19,4,20,15,10
"6",20,17,4,12,16,2,17,5,5,15,4,5,15,12,14,12,4
"7",14,12,2,17,19,21,16,10,6,11,15,18,4,2,2,7,13
"8",19,20,10,18,5,12,19,11,18,20,9,21,7,16,10,17,18
"9",15,21,11,4,21,14,7,2,11,10,18,3,21,8,9,20,14
"10",18,9,18,14,13,13,12,20,16,6,5,4,5,6,8,1,5
"11",8,2,1,20,18,9,4,9,12,1,8,11,12,20,7,21,3
"12",6,15,3,2,7,17,10,21,8,7,3,10,2,17,12,14,15
"13",16,4,20,3,6,6,18,17,7,9,11,15,17,11,1,18,7
"14",4,14,16,16,4,8,15,7,9,5,19,7,14,13,6,5,20
"15",13,3,17,8,17,4,13,13,17,13,17,8,3,19,17,13,21
"16",9,16,8,5,15,5,9,15,15,19,6,13,16,3,4,3,19
"17",10,19,14,10,1,15,2,18,3,17,14,6,9,21,3,10,6
"18",1,1,13,11,8,1,1,3,14,12,1,20,1,10,5,8,11
"19",2,10,9,19,12,3,3,16,4,8,12,2,10,5,18,16,17
"20",3,18,19,13,20,20,8,14,21,4,10,19,18,14,15,11,9
"21",12,5,12,9,14,16,20,1,2,3,7,14,11,15,21,2,16
