"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",15,15,15,13,6,11,17,11,14,12,17,2,14,16
"2",4,14,10,18,10,1,1,14,18,1,1,9,11,18
"3",6,12,16,12,9,6,19,17,5,18,9,15,2,9
"4",11,4,7,15,13,3,15,4,2,9,12,5,5,17
"5",17,9,13,14,14,12,13,3,8,2,3,14,13,6
"6",13,2,14,3,18,5,10,18,10,14,2,6,18,13
"7",12,5,5,16,7,7,5,15,13,7,10,18,16,3
"8",1,1,19,9,19,9,18,9,17,5,11,10,9,2
"9",8,7,18,19,1,19,9,7,12,10,4,1,3,8
"10",9,17,3,4,12,17,16,12,9,6,5,19,8,14
"11",10,19,17,6,4,2,6,5,6,4,14,12,15,11
"12",3,16,4,11,15,10,4,8,3,13,6,4,17,7
"13",16,13,6,5,5,4,12,6,16,17,7,8,7,4
"14",5,8,8,2,3,14,14,16,4,8,19,7,12,5
"15",19,3,12,8,2,15,2,10,1,15,8,16,10,15
"16",18,10,1,7,11,13,7,19,19,3,13,3,1,10
"17",7,11,11,1,16,8,3,2,15,11,18,17,6,12
"18",2,6,2,10,8,18,11,1,11,19,16,13,19,19
"19",14,18,9,17,17,16,8,13,7,16,15,11,4,1
