"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",15,15,8,10,13,13,13,17,11,17,16
"2",7,17,14,3,14,10,17,5,1,3,9
"3",14,12,12,2,7,6,3,11,6,7,17
"4",17,8,16,13,9,17,2,1,10,1,5
"5",5,10,2,11,6,2,16,12,9,2,12
"6",13,3,7,14,1,7,9,16,2,4,8
"7",2,14,6,12,11,5,5,6,4,15,6
"8",11,7,11,9,3,8,15,4,7,14,2
"9",6,5,10,8,16,4,7,2,12,6,15
"10",9,11,15,16,15,3,10,13,17,12,1
"11",1,13,9,6,2,15,11,10,15,5,4
"12",8,1,4,7,12,12,1,14,8,8,3
"13",12,9,1,5,17,16,8,9,3,13,11
"14",4,2,13,15,8,14,12,8,5,11,14
"15",10,16,3,17,4,11,4,3,16,9,13
"16",16,4,5,1,10,1,14,7,14,10,7
"17",3,6,17,4,5,9,6,15,13,16,10
