"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",11,11,15,16,11,15,12,16,10,16
"2",17,8,3,6,8,13,7,15,7,7
"3",18,14,13,13,13,5,11,8,3,6
"4",13,18,2,12,9,2,4,5,12,15
"5",4,17,11,11,6,11,16,14,13,4
"6",6,9,16,2,7,3,15,4,8,11
"7",9,15,18,7,18,6,6,18,18,9
"8",15,1,10,9,17,12,17,1,6,14
"9",14,13,8,1,3,17,10,2,16,5
"10",10,5,17,10,5,14,3,6,2,2
"11",12,4,6,4,15,4,13,13,11,1
"12",3,10,5,17,16,9,5,3,9,3
"13",16,7,12,18,1,7,1,12,14,12
"14",5,16,9,3,14,16,2,11,5,13
"15",7,6,1,14,12,18,18,9,17,8
"16",2,2,7,15,4,1,9,17,4,10
"17",8,12,4,8,2,8,14,10,1,17
"18",1,3,14,5,10,10,8,7,15,18
