"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",12,11,7,4,5,6,4,15,10,15,2,14,12,5,4,7
"2",16,16,3,1,10,5,3,8,5,4,13,9,6,6,14,12
"3",11,5,5,11,7,4,16,7,15,6,14,16,11,16,6,15
"4",5,8,9,6,11,11,17,16,16,2,4,2,8,1,13,11
"5",13,1,12,17,9,9,13,10,7,10,16,1,2,2,1,6
"6",8,14,13,10,4,10,11,4,12,16,12,6,16,4,16,14
"7",2,7,2,15,1,13,1,9,9,1,10,4,17,10,5,8
"8",10,17,6,16,14,17,8,17,17,14,9,10,1,8,7,17
"9",7,12,15,2,8,1,2,2,14,9,8,3,3,15,8,4
"10",14,2,16,12,13,8,6,13,13,3,7,11,13,11,17,3
"11",9,10,1,7,17,7,10,11,1,17,17,5,10,17,11,2
"12",6,15,17,8,6,15,12,14,3,5,11,13,7,13,2,9
"13",4,4,11,13,3,3,7,12,6,13,3,8,5,14,12,13
"14",1,3,14,5,16,16,5,5,11,12,15,17,9,7,10,10
"15",17,6,10,3,12,12,9,3,2,8,1,7,15,12,3,16
"16",3,13,8,14,15,2,14,6,4,7,6,12,14,3,9,5
"17",15,9,4,9,2,14,15,1,8,11,5,15,4,9,15,1
