"","V1","V2","V3"
"1",17,25,16
"2",28,23,7
"3",9,20,14
"4",19,21,5
"5",7,18,10
"6",20,2,9
"7",22,9,15
"8",8,8,27
"9",10,4,4
"10",2,22,20
"11",15,5,21
"12",18,11,23
"13",4,15,24
"14",1,12,6
"15",13,10,8
"16",21,19,28
"17",25,7,3
"18",3,6,13
"19",12,13,19
"20",11,24,26
"21",27,3,25
"22",26,17,18
"23",24,14,12
"24",6,1,17
"25",14,28,11
"26",23,27,22
"27",16,16,1
"28",5,26,2
